prNumber,Util,APM,Network,DB,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,IO,UI,Parser,Event.Handling,App,GIS,Multimedia,CG,corpus
1623,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves #398resolves #1034 resolves #1170 resolves #1201resolves #1331 resolves #1433resolves #1466supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library-provided functionsthis pr:* allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented* provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in `inl` files which are later included in c++ files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version-dependent code * fixes few incompatibilities between ffmpeg versions* sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat-55 and avformat-58 are supported i dont see much reason to support 56 and 57 when 59 will be released (and current dev branches are 59) it will be added to the list this should be a trivial taskbuilds were tested against:* 222 431 and 44 surprisingly 44 support was different (and the most difficult!) from 431 while the major version stayed the same ffmpeg 44 was downloaded from the "official page"* the system library on manjaro (422)<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [ ] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [ ] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves #398 resolves #1034  resolves #1170  resolves #1201 resolves #1331  resolves #1433 resolves #1466  supporting multiple ffmpeg versions is tricky  yet important for audacity  as we could not distribute the correct ffmpeg version with the program itself. this leads to a problem  where updating ffmpeg can be problematic. this is especially true  as a new major version is soon to be released.  the main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration. these structures can change between major version bumps  while the api is mostly stable. this is unlike other c libraries  where structure fields are accessed using the library-provided functions.  this pr:  * allows generating a single header file for a specific ffmpeg version. surprisingly it had required a large subset of c preprocessors to be implemented. * provides wrappers around used ffmpeg structures. the wrappers are used as raii objects where applicable. the wrappers are implemented in  inl  files which are later included in c++ files after the correct ffmpeg header. i.e. currently each wrapper is compiled twice. wrappers rarely have ffmpeg version-dependent code.  * fixes few incompatibilities between ffmpeg versions. * sample format conversions from ffmpeg are templatazied  all formats are now supported. the reverse process was not modified  i have tried to keep changes in importffmpeg and exportffmpeg small and trivial. in the future  we may want to reimplement them as well.  currently  avformat-55 and avformat-58 are supported. i don t see much reason to support 56 and 57. when 59 will be released (and current dev branches are 59) it will be added to the list  this should be a trivial task.  builds were tested against:  * 2.2.2  4.3.1  and 4.4. surprisingly  4.4 support was different (and the most difficult!) from 4.3.1 while the major version stayed the same. ffmpeg 4.4 was downloaded from the  official page . * the system library on manjaro (4.2.2)  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [ ] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [ ] each commit compiles and runs on my machine without known undesirable changes of behavior
1623,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves #398resolves #1034 resolves #1170 resolves #1201resolves #1331 resolves #1433resolves #1466supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library-provided functionsthis pr:* allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented* provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in `inl` files which are later included in c++ files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version-dependent code * fixes few incompatibilities between ffmpeg versions* sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat-55 and avformat-58 are supported i dont see much reason to support 56 and 57 when 59 will be released (and current dev branches are 59) it will be added to the list this should be a trivial taskbuilds were tested against:* 222 431 and 44 surprisingly 44 support was different (and the most difficult!) from 431 while the major version stayed the same ffmpeg 44 was downloaded from the "official page"* the system library on manjaro (422)<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [ ] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [ ] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves #398 resolves #1034  resolves #1170  resolves #1201 resolves #1331  resolves #1433 resolves #1466  supporting multiple ffmpeg versions is tricky  yet important for audacity  as we could not distribute the correct ffmpeg version with the program itself. this leads to a problem  where updating ffmpeg can be problematic. this is especially true  as a new major version is soon to be released.  the main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration. these structures can change between major version bumps  while the api is mostly stable. this is unlike other c libraries  where structure fields are accessed using the library-provided functions.  this pr:  * allows generating a single header file for a specific ffmpeg version. surprisingly it had required a large subset of c preprocessors to be implemented. * provides wrappers around used ffmpeg structures. the wrappers are used as raii objects where applicable. the wrappers are implemented in  inl  files which are later included in c++ files after the correct ffmpeg header. i.e. currently each wrapper is compiled twice. wrappers rarely have ffmpeg version-dependent code.  * fixes few incompatibilities between ffmpeg versions. * sample format conversions from ffmpeg are templatazied  all formats are now supported. the reverse process was not modified  i have tried to keep changes in importffmpeg and exportffmpeg small and trivial. in the future  we may want to reimplement them as well.  currently  avformat-55 and avformat-58 are supported. i don t see much reason to support 56 and 57. when 59 will be released (and current dev branches are 59) it will be added to the list  this should be a trivial task.  builds were tested against:  * 2.2.2  4.3.1  and 4.4. surprisingly  4.4 support was different (and the most difficult!) from 4.3.1 while the major version stayed the same. ffmpeg 4.4 was downloaded from the  official page . * the system library on manjaro (4.2.2)  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [ ] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [ ] each commit compiles and runs on my machine without known undesirable changes of behavior
1623,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves #398resolves #1034 resolves #1170 resolves #1201resolves #1331 resolves #1433resolves #1466supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library-provided functionsthis pr:* allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented* provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in `inl` files which are later included in c++ files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version-dependent code * fixes few incompatibilities between ffmpeg versions* sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat-55 and avformat-58 are supported i dont see much reason to support 56 and 57 when 59 will be released (and current dev branches are 59) it will be added to the list this should be a trivial taskbuilds were tested against:* 222 431 and 44 surprisingly 44 support was different (and the most difficult!) from 431 while the major version stayed the same ffmpeg 44 was downloaded from the "official page"* the system library on manjaro (422)<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [ ] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [ ] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves #398 resolves #1034  resolves #1170  resolves #1201 resolves #1331  resolves #1433 resolves #1466  supporting multiple ffmpeg versions is tricky  yet important for audacity  as we could not distribute the correct ffmpeg version with the program itself. this leads to a problem  where updating ffmpeg can be problematic. this is especially true  as a new major version is soon to be released.  the main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration. these structures can change between major version bumps  while the api is mostly stable. this is unlike other c libraries  where structure fields are accessed using the library-provided functions.  this pr:  * allows generating a single header file for a specific ffmpeg version. surprisingly it had required a large subset of c preprocessors to be implemented. * provides wrappers around used ffmpeg structures. the wrappers are used as raii objects where applicable. the wrappers are implemented in  inl  files which are later included in c++ files after the correct ffmpeg header. i.e. currently each wrapper is compiled twice. wrappers rarely have ffmpeg version-dependent code.  * fixes few incompatibilities between ffmpeg versions. * sample format conversions from ffmpeg are templatazied  all formats are now supported. the reverse process was not modified  i have tried to keep changes in importffmpeg and exportffmpeg small and trivial. in the future  we may want to reimplement them as well.  currently  avformat-55 and avformat-58 are supported. i don t see much reason to support 56 and 57. when 59 will be released (and current dev branches are 59) it will be added to the list  this should be a trivial task.  builds were tested against:  * 2.2.2  4.3.1  and 4.4. surprisingly  4.4 support was different (and the most difficult!) from 4.3.1 while the major version stayed the same. ffmpeg 4.4 was downloaded from the  official page . * the system library on manjaro (4.2.2)  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [ ] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [ ] each commit compiles and runs on my machine without known undesirable changes of behavior
1623,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves #398resolves #1034 resolves #1170 resolves #1201resolves #1331 resolves #1433resolves #1466supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library-provided functionsthis pr:* allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented* provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in `inl` files which are later included in c++ files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version-dependent code * fixes few incompatibilities between ffmpeg versions* sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat-55 and avformat-58 are supported i dont see much reason to support 56 and 57 when 59 will be released (and current dev branches are 59) it will be added to the list this should be a trivial taskbuilds were tested against:* 222 431 and 44 surprisingly 44 support was different (and the most difficult!) from 431 while the major version stayed the same ffmpeg 44 was downloaded from the "official page"* the system library on manjaro (422)<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [ ] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [ ] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves #398 resolves #1034  resolves #1170  resolves #1201 resolves #1331  resolves #1433 resolves #1466  supporting multiple ffmpeg versions is tricky  yet important for audacity  as we could not distribute the correct ffmpeg version with the program itself. this leads to a problem  where updating ffmpeg can be problematic. this is especially true  as a new major version is soon to be released.  the main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration. these structures can change between major version bumps  while the api is mostly stable. this is unlike other c libraries  where structure fields are accessed using the library-provided functions.  this pr:  * allows generating a single header file for a specific ffmpeg version. surprisingly it had required a large subset of c preprocessors to be implemented. * provides wrappers around used ffmpeg structures. the wrappers are used as raii objects where applicable. the wrappers are implemented in  inl  files which are later included in c++ files after the correct ffmpeg header. i.e. currently each wrapper is compiled twice. wrappers rarely have ffmpeg version-dependent code.  * fixes few incompatibilities between ffmpeg versions. * sample format conversions from ffmpeg are templatazied  all formats are now supported. the reverse process was not modified  i have tried to keep changes in importffmpeg and exportffmpeg small and trivial. in the future  we may want to reimplement them as well.  currently  avformat-55 and avformat-58 are supported. i don t see much reason to support 56 and 57. when 59 will be released (and current dev branches are 59) it will be added to the list  this should be a trivial task.  builds were tested against:  * 2.2.2  4.3.1  and 4.4. surprisingly  4.4 support was different (and the most difficult!) from 4.3.1 while the major version stayed the same. ffmpeg 4.4 was downloaded from the  official page . * the system library on manjaro (4.2.2)  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [ ] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [ ] each commit compiles and runs on my machine without known undesirable changes of behavior
1623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,resolves #398resolves #1034 resolves #1170 resolves #1201resolves #1331 resolves #1433resolves #1466supporting multiple ffmpeg versions is tricky yet important for audacity as we could not distribute the correct ffmpeg version with the program itself this leads to a problem where updating ffmpeg can be problematic this is especially true as a new major version is soon to be releasedthe main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration these structures can change between major version bumps while the api is mostly stable this is unlike other c libraries where structure fields are accessed using the library-provided functionsthis pr:* allows generating a single header file for a specific ffmpeg version surprisingly it had required a large subset of c preprocessors to be implemented* provides wrappers around used ffmpeg structures the wrappers are used as raii objects where applicable the wrappers are implemented in `inl` files which are later included in c++ files after the correct ffmpeg header ie currently each wrapper is compiled twice wrappers rarely have ffmpeg version-dependent code * fixes few incompatibilities between ffmpeg versions* sample format conversions from ffmpeg are templatazied all formats are now supported the reverse process was not modifiedi have tried to keep changes in importffmpeg and exportffmpeg small and trivial in the future we may want to reimplement them as wellcurrently avformat-55 and avformat-58 are supported i dont see much reason to support 56 and 57 when 59 will be released (and current dev branches are 59) it will be added to the list this should be a trivial taskbuilds were tested against:* 222 431 and 44 surprisingly 44 support was different (and the most difficult!) from 431 while the major version stayed the same ffmpeg 44 was downloaded from the "official page"* the system library on manjaro (422)<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [ ] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [ ] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves #398 resolves #1034  resolves #1170  resolves #1201 resolves #1331  resolves #1433 resolves #1466  supporting multiple ffmpeg versions is tricky  yet important for audacity  as we could not distribute the correct ffmpeg version with the program itself. this leads to a problem  where updating ffmpeg can be problematic. this is especially true  as a new major version is soon to be released.  the main problem with ffmpeg is that it exposes several structures and expects library users to fill them up during the configuration. these structures can change between major version bumps  while the api is mostly stable. this is unlike other c libraries  where structure fields are accessed using the library-provided functions.  this pr:  * allows generating a single header file for a specific ffmpeg version. surprisingly it had required a large subset of c preprocessors to be implemented. * provides wrappers around used ffmpeg structures. the wrappers are used as raii objects where applicable. the wrappers are implemented in  inl  files which are later included in c++ files after the correct ffmpeg header. i.e. currently each wrapper is compiled twice. wrappers rarely have ffmpeg version-dependent code.  * fixes few incompatibilities between ffmpeg versions. * sample format conversions from ffmpeg are templatazied  all formats are now supported. the reverse process was not modified  i have tried to keep changes in importffmpeg and exportffmpeg small and trivial. in the future  we may want to reimplement them as well.  currently  avformat-55 and avformat-58 are supported. i don t see much reason to support 56 and 57. when 59 will be released (and current dev branches are 59) it will be added to the list  this should be a trivial task.  builds were tested against:  * 2.2.2  4.3.1  and 4.4. surprisingly  4.4 support was different (and the most difficult!) from 4.3.1 while the major version stayed the same. ffmpeg 4.4 was downloaded from the  official page . * the system library on manjaro (4.2.2)  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [ ] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [ ] each commit compiles and runs on my machine without known undesirable changes of behavior
1630,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,changing "editing a clip can move other clips" option default value to falseresolves: #1333changing "editing a clip can move other clips" option default value to false<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  changing  editing a clip can move other clips  option default value to false  resolves: #1333  changing  editing a clip can move other clips  option default value to false  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1630,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,changing "editing a clip can move other clips" option default value to falseresolves: #1333changing "editing a clip can move other clips" option default value to false<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  changing  editing a clip can move other clips  option default value to false  resolves: #1333  changing  editing a clip can move other clips  option default value to false  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1637,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,resolves: #1581next refactoring steps for audioioall of the logic specific to midi playback is removed from audioiocpp and invoked instead through an abstract base class audioioext  a new separate file midiplaycpp registers its extension policy with audioiothese steps shrink the big file audioiocpp from 4797 to 3596 lines and are also preparations for putting note track into its own optional extension modulethe unnecessary separate thread for midi playback is removed for simplicity and some callbacks happen directly in the portaudio thread  that means some memory allocations may happen on that thread when midi plays!  (see preparemidiiterator()) but future refactorings will correct thatthe dependency of lib-audio-devices on portmidi is severeda few other changes remove some dependencies on notetrack and use settings objects from prefscpp to eliminate some duplicated literals and direct use of gprefs in midiplaycpp<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1581  next refactoring steps for audioio.  all of the logic specific to midi playback is removed from audioio.cpp  and invoked instead through an abstract base class audioioext.  a new  separate file midiplay.cpp registers its extension policy with audioio.  these steps shrink the big file audioio.cpp from 4797 to 3596 lines  and are also preparations for putting note track into its own optional extension module.  the unnecessary separate thread for midi playback is removed for simplicity  and some callbacks happen directly in the portaudio thread.  that means some memory allocations may happen on that thread  when midi plays!  (see preparemidiiterator().) but future refactorings will correct that.  the dependency of lib-audio-devices on portmidi is severed.  a few other changes remove some dependencies on notetrack  and use settings objects from prefs.cpp to eliminate some duplicated literals and direct use of gprefs in midiplay.cpp.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1637,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,resolves: #1581next refactoring steps for audioioall of the logic specific to midi playback is removed from audioiocpp and invoked instead through an abstract base class audioioext  a new separate file midiplaycpp registers its extension policy with audioiothese steps shrink the big file audioiocpp from 4797 to 3596 lines and are also preparations for putting note track into its own optional extension modulethe unnecessary separate thread for midi playback is removed for simplicity and some callbacks happen directly in the portaudio thread  that means some memory allocations may happen on that thread when midi plays!  (see preparemidiiterator()) but future refactorings will correct thatthe dependency of lib-audio-devices on portmidi is severeda few other changes remove some dependencies on notetrack and use settings objects from prefscpp to eliminate some duplicated literals and direct use of gprefs in midiplaycpp<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1581  next refactoring steps for audioio.  all of the logic specific to midi playback is removed from audioio.cpp  and invoked instead through an abstract base class audioioext.  a new  separate file midiplay.cpp registers its extension policy with audioio.  these steps shrink the big file audioio.cpp from 4797 to 3596 lines  and are also preparations for putting note track into its own optional extension module.  the unnecessary separate thread for midi playback is removed for simplicity  and some callbacks happen directly in the portaudio thread.  that means some memory allocations may happen on that thread  when midi plays!  (see preparemidiiterator().) but future refactorings will correct that.  the dependency of lib-audio-devices on portmidi is severed.  a few other changes remove some dependencies on notetrack  and use settings objects from prefs.cpp to eliminate some duplicated literals and direct use of gprefs in midiplay.cpp.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1638,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,resolves: #1582the play head position is drawn on screen by the main thread which is told the track time corresponding to the last played samples by the portaudio threadthat thread in turn sometimes got this value from information in a queue from the third worker thread (which reads from the tracks in larger batches of samples) as when scrubbing but other times did its own calculations taking into account whether pay is straight or looping (assuming fixed loop bounds!) and whether it uses a time track as wellthis pull request changes that so that the portaudio thread never calculates but always takes the value from the queuethis is a preparation so that the producer of that queue can vary the correspondence of samples in transit with points on the time ruler in yet other ways<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1582  the play head position is drawn on screen by the main thread  which is told the track time corresponding to the last played samples by the portaudio thread.  that thread  in turn  sometimes got this value from information in a queue from the third  worker thread (which reads from the tracks in larger batches of samples)  as when scrubbing  but other times  did its own calculations taking into account whether pay is straight or looping (assuming fixed loop bounds!)  and whether it uses a time track as well.  this pull request changes that  so that the portaudio thread never calculates  but always takes the value from the queue.  this is a preparation so that the producer of that queue can vary the correspondence of samples in transit with points on the time ruler in yet other ways.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1638,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1582the play head position is drawn on screen by the main thread which is told the track time corresponding to the last played samples by the portaudio threadthat thread in turn sometimes got this value from information in a queue from the third worker thread (which reads from the tracks in larger batches of samples) as when scrubbing but other times did its own calculations taking into account whether pay is straight or looping (assuming fixed loop bounds!) and whether it uses a time track as wellthis pull request changes that so that the portaudio thread never calculates but always takes the value from the queuethis is a preparation so that the producer of that queue can vary the correspondence of samples in transit with points on the time ruler in yet other ways<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1582  the play head position is drawn on screen by the main thread  which is told the track time corresponding to the last played samples by the portaudio thread.  that thread  in turn  sometimes got this value from information in a queue from the third  worker thread (which reads from the tracks in larger batches of samples)  as when scrubbing  but other times  did its own calculations taking into account whether pay is straight or looping (assuming fixed loop bounds!)  and whether it uses a time track as well.  this pull request changes that  so that the portaudio thread never calculates  but always takes the value from the queue.  this is a preparation so that the producer of that queue can vary the correspondence of samples in transit with points on the time ruler in yet other ways.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
