prNumber,Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
powertoys-6642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   getting telem project with fxcop     5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    getting telem project with fxcop    5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,   things to note had to change namespaces due to fxcop rule  main class and namespace were the same ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    things to note  had to change namespaces due to fxcop rule.  main class and namespace were the same.  (     5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,   getting svg handler working  note due to namespace and object collision renamed namespace to more holistic naming matching what we did on the markdown pr ( pr checklist*    5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    getting svg handler working.  note due to namespace and object collision  renamed namespace to more holistic naming matching what we did on the markdown pr  (    5129  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   getting interop tests to pass and use fxcop ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    getting interop tests to pass and use fxcop (     5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   this pr adds code to fix the loading of program plugin due to failure in packaged app load at startup     6673 #6665 *      (  *      info on pull requestthis pr contains the following changes : 1 added exception handling for `directorynotfoundexception` when packaged app is not found at location returned by packagemanager this was the cause of issue #6673 as this exception was not handled before2 added a try-catch to handle all exceptions when adding a new packaged app in `packagemanagerwrapper` all exceptions should be caught here because an issue in one program should not affect loading of entire program plugin    1 manually validated that throwing any exception while creating a packaged app does not result in failure in loading program plugin 2 msi containing this pr changes were shared with users and they reported that the error was resolved   this pr adds code to fix the loading of program plugin due to failure in packaged app load at startup.    6673  #6665  . if not  go over [here](     info on pull request this pr contains the following changes :  1. added exception handling for  directorynotfoundexception  when packaged app is not found at location returned by packagemanager. this was the cause of issue #6673 as this exception was not handled before. 2. added a try-catch to handle all exceptions when adding a new packaged app in  packagemanagerwrapper.  all exceptions should be caught here because an issue in one program should not affect loading of entire program plugin.     1. manually validated that throwing any exception while creating a packaged app does not result in failure in loading program plugin.  2. msi containing this pr changes were shared with users and they reported that the error was resolved.
powertoys-6674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   this pr adds code to fix the loading of program plugin due to failure in packaged app load at startup     6673 #6665 *      (  *      info on pull requestthis pr contains the following changes : 1 added exception handling for `directorynotfoundexception` when packaged app is not found at location returned by packagemanager this was the cause of issue #6673 as this exception was not handled before2 added a try-catch to handle all exceptions when adding a new packaged app in `packagemanagerwrapper` all exceptions should be caught here because an issue in one program should not affect loading of entire program plugin    1 manually validated that throwing any exception while creating a packaged app does not result in failure in loading program plugin 2 msi containing this pr changes were shared with users and they reported that the error was resolved   this pr adds code to fix the loading of program plugin due to failure in packaged app load at startup.    6673  #6665  . if not  go over [here](     info on pull request this pr contains the following changes :  1. added exception handling for  directorynotfoundexception  when packaged app is not found at location returned by packagemanager. this was the cause of issue #6673 as this exception was not handled before. 2. added a try-catch to handle all exceptions when adding a new packaged app in  packagemanagerwrapper.  all exceptions should be caught here because an issue in one program should not affect loading of entire program plugin.     1. manually validated that throwing any exception while creating a packaged app does not result in failure in loading program plugin.  2. msi containing this pr changes were shared with users and they reported that the error was resolved.
powertoys-6688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   program plugin has logging but it implemented its own loggerthis pipes all the existing logging to the new loggerhere is an example of a piped result```2020-09-17 10 180344|error|win32lnkprogram|-------------------------- begin exception --------------------------2020-09-17 10 180540|error|win32lnkprogram|error status: knownprogram path: c:\programdata\microsoft\windows\start menu\programs\accessories\windows media playerlnkexception thrown in called method: void getdescription(systemtextstringbuilder int32)possible interpretation of the error: an unexpected error occurred in the calling method lnkprogrampossible resolution: can be ignored and wox should still continue however the program may not be loaded2020-09-17 10 180738|error|win32lnkprogram|exception full name: <systemruntimeinteropservicescomexception>2020-09-17 10 180926|error|win32lnkprogram|exception message: <error hresult e_fail has been returned from a call to a com component>2020-09-17 10 181229|error|win32lnkprogram|exception stack trace: <   at microsoftpluginprogramprogramsshelllinkhelperishelllinkwgetdescription(stringbuilder pszname int32 cchmaxname)   at microsoftpluginprogramprogramsshelllinkhelperretrievetargetpath(string path) in c:\users\crutkas\source\repos\ptmain\src\modules\launcher\plugins\microsoftpluginprogram\programs\shelllinkhelpercs:line 163   at microsoftpluginprogramprogramswin32programlnkprogram(string path) in c:\users\crutkas\source\repos\ptmain\src\modules\launcher\plugins\microsoftpluginprogram\programs\win32programcs:line 445>2020-09-17 10 181395|error|win32lnkprogram|exception source: <microsoftpluginprogram>2020-09-17 10 181558|error|win32lnkprogram|exception target site: <void getdescription(systemtextstringbuilder int32)>2020-09-17 10 181966|error|win32lnkprogram|exception hresult: <-2147467259>2020-09-17 10 182166|error|win32lnkprogram|-------------------------- end exception --------------------------```     6669*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    program plugin has logging but it implemented its own logger.  this pipes all the existing logging to the new logger.  here is an example of a piped result      2020-09-17 10 18.0344|error|win32.lnkprogram|-------------------------- begin exception -------------------------- 2020-09-17 10 18.0540|error|win32.lnkprogram|error status: known program path: c:\programdata\microsoft\windows\start menu\programs\accessories\windows media player.lnk exception thrown in called method: void getdescription(system.text.stringbuilder  int32) possible interpretation of the error: an unexpected error occurred in the calling method lnkprogram possible resolution: can be ignored and wox should still continue  however the program may not be loaded 2020-09-17 10 18.0738|error|win32.lnkprogram|exception full name:  <system.runtime.interopservices.comexception> 2020-09-17 10 18.0926|error|win32.lnkprogram|exception message:  <error hresult e_fail has been returned from a call to a com component.> 2020-09-17 10 18.1229|error|win32.lnkprogram|exception stack trace:  <   at microsoft.plugin.program.programs.shelllinkhelper.ishelllinkw.getdescription(stringbuilder pszname  int32 cchmaxname)    at microsoft.plugin.program.programs.shelllinkhelper.retrievetargetpath(string path) in c:\users\crutkas\source\repos\ptmain\src\modules\launcher\plugins\microsoft.plugin.program\programs\shelllinkhelper.cs:line 163    at microsoft.plugin.program.programs.win32program.lnkprogram(string path) in c:\users\crutkas\source\repos\ptmain\src\modules\launcher\plugins\microsoft.plugin.program\programs\win32program.cs:line 445> 2020-09-17 10 18.1395|error|win32.lnkprogram|exception source:  <microsoft.plugin.program> 2020-09-17 10 18.1558|error|win32.lnkprogram|exception target site:  <void getdescription(system.text.stringbuilder  int32)> 2020-09-17 10 18.1966|error|win32.lnkprogram|exception hresult:  <-2147467259> 2020-09-17 10 18.2166|error|win32.lnkprogram|-------------------------- end exception --------------------------        6669 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,   fix string format of `loginfo` function     6709 *      (  *      info on pull request`loginfo` accepts string containing two token seperated  |` the caching code instead provides 3 tokens which result in following error messages: `2020-09-11 16 042053|fatal|faultylogger|wrong logger message format <|jsonstoragesave|saving cached data| <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\settingsjson>>`   manually validated that logs are written correctly the following logs are generated after changes : ```2020-09-18 11 492215|info|jsonstoragesave|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\settingsjson>2020-09-18 11 492499|info|jsonstoragesave|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoftpluginfolder\foldersettingsjson>2020-09-18 11 492809|info|jsonstoragesave|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoftpluginindexer\indexersettingsjson>2020-09-18 11 493336|info|jsonstoragesave|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoftpluginprogram\programpluginsettingsjson>2020-09-18 11 493671|info|jsonstoragesave|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoftpluginshell\shellpluginsettingsjson>2020-09-18 11 493955|info|jsonstoragesave|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoftpluginuri\urisettingsjson>```   fix string format of  log.info  function    6709  . if not  go over [here](     info on pull request  log.info  accepts string containing two token seperated by  | . the caching code instead provides 3 tokens which result in following error messages:   2020-09-11 16 04.2053|fatal|faultylogger|wrong logger message format <|jsonstorage.save|saving cached data| <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\settings.json>>       manually validated that logs are written correctly.   the following logs are generated after changes :      2020-09-18 11 49.2215|info|jsonstorage.save|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\settings.json> 2020-09-18 11 49.2499|info|jsonstorage.save|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoft.plugin.folder\foldersettings.json> 2020-09-18 11 49.2809|info|jsonstorage.save|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoft.plugin.indexer\indexersettings.json> 2020-09-18 11 49.3336|info|jsonstorage.save|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoft.plugin.program\programpluginsettings.json> 2020-09-18 11 49.3671|info|jsonstorage.save|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoft.plugin.shell\shellpluginsettings.json> 2020-09-18 11 49.3955|info|jsonstorage.save|saving cached data at <c:\users\divyan\appdata\local\microsoft\powertoys\powertoys run\settings\plugins\microsoft.plugin.uri\urisettings.json>
powertoys-6711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,   with markdig enabled processing for each:  frontmatterit renders like vs code style ( latex$$ sinh(x)  \frac{e^x + e^{-x}}{2}             $$$$ cosh(x)  \frac{e^x - e^{-x}}{2}             $$$$ tanh(x)  \frac{e^x + e^{-x}}{e^x - e^{-x}}  $$$$ csch(x)  \frac{2}{e^x - e^{-x}}             $$$$ sech(x)  \frac{2}{e^x + e^{-x}}             $$$$ coth(x)  \frac{e^x - e^{-x}}{e^x + e^{-x}}  $$honestly best i think well getvs code![image]( preview pane![image]( pr checklist*    5405 #3657*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    with markdig enabled processing for each:   frontmatter  it renders like vs code style.  (  # latex  $$ sinh(x) = \frac{e^x + e^{-x}}{2}             $$ $$ cosh(x) = \frac{e^x - e^{-x}}{2}             $$ $$ tanh(x) = \frac{e^x + e^{-x}}{e^x - e^{-x}}  $$ $$ csch(x) = \frac{2}{e^x - e^{-x}}             $$ $$ sech(x) = \frac{2}{e^x + e^{-x}}             $$ $$ coth(x) = \frac{e^x - e^{-x}}{e^x + e^{-x}}  $$  honestly  best i think we ll get.  vs code ![image](  our preview pane ![image](     5405  #3657 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,   installs and icons change / render  changes the wsx as well due to fxcop violation with namespace ( pr checklist*    5129 #6754*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requeststylecop and fxcop   _ ?_    installs and icons change / render.  changes the wsx as well due to fxcop violation with namespace  (     5129  #6754 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  stylecop and fxcop     _?_
powertoys-6757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,   installs and icons change / render  changes the wsx as well due to fxcop violation with namespace ( pr checklist*    5129 #6754*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requeststylecop and fxcop   _ ?_    installs and icons change / render.  changes the wsx as well due to fxcop violation with namespace  (     5129  #6754 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  stylecop and fxcop     _?_
powertoys-6758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,    ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    (    5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   fxcop for preview handler commonthis code base needs some cleanup but got all the fxcop errors resolvedmarkdown and svgs render ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    fxcop for preview handler common.  this code base needs some cleanup but got all the fxcop errors resolved  markdown and svgs render ( ![image](     5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6815,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,   fix editor crash with big `space around zones` value     6814 *      (  *      info on pull requestuse `mathmax` to prevent negative width and height   1 select grid layout2 set some big enough `space around zones` value (for 1920x1080 display and 3 zones 700 is enough)3 click apply4 open editor    fix editor crash with big  space around zones  value.    6814  . if not  go over [here](     info on pull request  use  math.max  to prevent negative width and height.     1. select grid layout. 2. set some big enough  space around zones  value (for 1920x1080 display and 3 zones 700 is enough). 3. click apply. 4. open editor.
powertoys-6818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   _ ?_as per the arguments of the [`directorydelete` method]( the `recursive` bool argument has been set to `true` so that the directory can be deleted even if it is not empty     6811 *      (  *   tests passed   _ ?_- make a corrupted pt run settings file so that a jsonexception occurs while pt run reads it- pt run should not crash when it tries to delete the settings and replace it    _?_ as per the arguments of the [ directory.delete  method]( the  recursive  bool argument has been set to  true  so that the directory can be deleted even if it is not empty.    6811  . if not  go over [here](  *  tests passed     _?_ - make a corrupted pt run settings file so that a jsonexception occurs while pt run reads it. - pt run should not crash when it tries to delete the settings and replace it.
powertoys-6821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   _ ?_this pr adds a delay to the file system watchers so that we dont try to get information about an app even before it is installed which was leading to the calibre not being installed issue     6429*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_the following approach has been taken for lnk and url files both of which we try to get a handle on or open on installationwhen an app is installed multiple events are created they are of type `created` and `changed`the `changed` events are triggered after the `created` eventspreviously we were trying to immediately get a handle on the app as soon as it was created however this was before the installation process was complete (apps are created and written to in chunks leading to a lot of events being triggered before the installation process is over) there is no way to tell that the installation process is complete other than to wait for the last event (again which we have no idea that it is the last event)to improve the handling of such cases instead of immediately acting on getting an event we instead put it in a queue the background task keeps dequeueing the elements at regular intervals of 5 seconds once it dequeues an element it waits for 05 a second to allow the addition of any more events to the queue this way after we reach the last event for a particular file we wait for 5 more seconds before trying to get a handle on the app also added a line of code to release unmanaged memory   _ ?_* installed calibre numerous times and validated that it installs as expected* also installed some epic games and validated that they install* added unit tests for the dequeue logic    _?_  this pr adds a delay to the file system watchers so that we don t try to get information about an app even before it is installed  which was leading to the calibre not being installed issue.    6429 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __  the following approach has been taken for lnk and url files  both of which we try to get a handle on or open on installation. when an app is installed  multiple events are created  they are of type  created  and  changed . the  changed  events are triggered after the  created  events.  previously  we were trying to immediately get a handle on the app as soon as it was created  however  this was before the installation process was complete. (apps are created and written to in chunks  leading to a lot of events being triggered before the installation process is over). there is no way to tell that the installation process is complete  other than to wait for the last event (again which we have no idea that it is the last event).  to improve the handling of such cases  instead of immediately acting on getting an event  we instead put it in a queue. the background task keeps dequeueing the elements at regular intervals of 5 seconds. once it dequeues an element  it waits for 0.5 a second to allow the addition of any more events to the queue. this way  after we reach the last event for a particular file  we wait for 5 more seconds before trying to get a handle on the app.   also added a line of code to release unmanaged memory.     _?_  * installed calibre numerous times and validated that it installs as expected. * also installed some epic games and validated that they install. * added unit tests for the dequeue logic.
powertoys-6833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,    ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    (     5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6841,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,   fxcop for image resizer ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    fxcop for image resizer.  (      5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-6880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   use high-contrast code added in controlzex > 431     4709 *      (  *      info on pull requestcontrolzex took the hc detection logic added in #4007 and added it as part of their theme manager this pr removes our hc logic and shifts to the one in controlzexnote : `systemwindowsresourcedictionary warning: 9 : resource not found` warning is being thrown on changing theme this is happening because `themesyncmodesyncall` tries to find a theme with accent color and if not found generates a runtime theme this results in following change sequence : old theme -> runtime theme -> new theme this warning is not harmful as correct theme is applied at the end of theme change call and powertoys run is hidden during this process    manually validated that colors are appropriately changed with change with light/dark and high contrast themes   use high-contrast code added in controlzex >= 4.3.1    4709  . if not  go over [here](     info on pull request controlzex took the hc detection logic added in #4007 and added it as part of their theme manager. this pr removes our hc logic and shifts to the one in controlzex.  note :  system.windows.resourcedictionary warning: 9 : resource not found  warning is being thrown on changing theme. this is happening because  themesyncmode.syncall  tries to find a theme with accent color and if not found  generates a runtime theme. this results in following change sequence : old theme -> runtime theme -> new theme. this warning is not harmful as correct theme is applied at the end of theme change call and powertoys run is hidden during this process.     manually validated that colors are appropriately changed with change with light/dark and high contrast themes.
powertoys-6943,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,   localize strings in appxamlcs (new exception handler with crash reporting)     6809*      (      localize strings in app.xaml.cs (new exception handler with crash reporting).    6809 . if not  go over [here]( 
powertoys-6981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,   fix for `indexoutofboundsexception ` exception due to race condition in modifying the underlying list view of `results`     6954 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull request`indexoutofboundsexception` is being thrown while modifying the underlying list view of `results` in mainviewmodel due to following reasons : 1 `results` was being indexed without a check on its size this was   in pr #6934  2 another possible cause of this is due to the race condition the following line modifying results should be synchronized using locks pr fixes the following issues : 1 fixes race condition in clearing `results`2 this pr also fixes a possible issue in telemetry which is generated after query completion `results` count was being accessed directly without a lock and could be incorrect if another query has modified `results`   manually validated that race condition is not present for `results` variable   fix for  indexoutofboundsexception   exception due to race condition in modifying the underlying list view of  results .    6954  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  indexoutofboundsexception  is being thrown while modifying the underlying list view of  results  in mainviewmodel due to following reasons :  1.  results  was being indexed without a check on its size. this was  in pr #6934.   2. another possible cause of this is due to the race condition. the following line modifying results should be synchronized using locks.   this pr fixes the following issues :  1. fixes race condition in clearing  results . 2. this pr also fixes a possible issue in telemetry which is generated after query completion.  results  count was being accessed directly without a lock  and could be incorrect if another query has modified  results .    manually validated that race condition is not present for  results  variable.
powertoys-6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,   adding fxcop to the microsoftpowertoyssettingsuiunittestscsproj project and fixing the resulting warnings and errors      5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestchanges made to fix the warnings and errors include: changing method naming conventions adding message for deprecated methods marking non-instance-accessing methods as static removing unused code replacing usage of count() method for lists with the more efficient count property renaming unused arguments validating arguments for public methods   check there are no fxcop warnings and the related tests pass    adding fxcop to the microsoft.powertoys.settings.ui.unittests.csproj project  and fixing the resulting warnings and errors.     5129  . if not  go over [here](   (  . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  changes made to fix the warnings and errors include: changing method naming conventions  adding message for deprecated methods  marking non-instance-accessing methods as static  removing unused code  replacing usage of count() method for lists with the more efficient count property  renaming unused arguments  validating arguments for public methods.     check there are no fxcop warnings and the related tests pass.
powertoys-7139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,   _ ?_this pr fixes a null reference exception which occurs if you try to shift+tab on the launcher window when there are no results/no query     7122 *      (  *   tests passed   _ ?_- validated that exception is not thrown on pressing shift+tab on empty launcher search box- validated that shift+tab works as expected when there are results    _?_ this pr fixes a null reference exception which occurs if you try to shift+tab on the launcher window when there are no results/no query.    7122  . if not  go over [here](  *  tests passed     _?_ - validated that exception is not thrown on pressing shift+tab on empty launcher search box - validated that shift+tab works as expected when there are results
powertoys-7164,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,   were sending incorrect values to clipboard ( <- copied from clipboard which is correct     7150*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    we re sending incorrect values to clipboard  ( ![image]( 0.0600000000 <- copied from clipboard which is correct    7150 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
powertoys-7173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,   this fixes a crash that can occur if the user closes the runner just after launching the powerlauncherexe  prior to this change any of the save / load / reloaddata methods could reference a null allplugins list     7172*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthis initializes the allplugins list to an empty list   - looking at the watson issue this crash occurs in the dispose method of plugin manager - this issue was manually reproduced by calling dispose in the` appxamlcs onstartup` method after the call to `runnerhelperwaitforpowertoysrunner`_ ?_    this fixes a crash that can occur if the user closes the runner just after launching the powerlauncher.exe.  prior to this change any of the save / load / reloaddata methods could reference a null allplugins list    7172 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  this initializes the allplugins list to an empty list.    - looking at the watson issue this crash occurs in the dispose method of plugin manager.  - this issue was manually reproduced by calling dispose in the  app.xaml.cs onstartup  method after the call to  runnerhelper.waitforpowertoysrunner   _?_
powertoys-7209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   includes fixes for errors from enabling fxcopanalyzernote: this is pr # 1 of 3 for woxcore so the change in woxcorecsproj to enable fxcopanalyzer will be included in the 3rd pr     5129 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestfixes included in this pr:1 removed unused function argument from pluginsloadercs2 check if arguments are null and throw argumentnullexception3 used isnullorempty to test for empty strings (ca1820: test for empty strings using string length)4 fxcop fixes- added invarientculture info suppressed warnings for general exception types   this pr was tested by building the solution and running all unit tests    includes fixes for errors from enabling fxcopanalyzer. note: this is pr # 1 of 3 for wox.core  so the change in wox.core.csproj to enable fxcopanalyzer will be included in the 3rd pr    5129  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  fixes included in this pr:  1. removed unused function argument from pluginsloader.cs 2. check if arguments are null and throw argumentnullexception 3. used isnullorempty to test for empty strings (ca1820: test for empty strings using string length) 4. fxcop fixes- added invarientculture info  suppressed warnings for general exception types      this pr was tested by building the solution and running all unit tests.
powertoys-7257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,   fixing fxcop warnings for the microsoftpowertoyssettingsuilibcsproj project pr 2/3     5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthe changes in this pr deal with fxcop errors: [ca1000]( [ca1001]( [ca1030]( [ca1031]( [ca1062]( [ca1304]( [ca1305]( [ca1307]( [ca2007]( [ca2227]( are a large number of  argumentnullexception  throws added here and they generally fall into 3 categories:- will be caught and either handled or rethrown by some exception handler in existing code paths- the containing methods are only used in tests so any exceptions should blow up at development time- the containing methods and call paths dont seem to catch them but they should only occur from programmer error in particular i had to add these to a group of viewmodel constructors where the arguments the settingsutils and settingsrepository are instantiated immediately before the constructors are called (ie they should never be null) in their respective page classes if these constructors are modified in the future any exceptions should blow up at development time   check that the fxcop warnings above are dealt with and that the related tests pass    fixing fxcop warnings for the microsoft.powertoys.settings.ui.lib.csproj project. pr 2/3.    5129  . if not  go over [here](   (  . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  the changes in this pr deal with fxcop errors: [ca1000](  [ca1001](  [ca1030](  [ca1031](  [ca1062](  [ca1304](  [ca1305](  [ca1307](  [ca2007](  [ca2227](  there are a large number of argumentnullexception throws added here and they generally fall into 3 categories: - will be caught and either handled or rethrown by some exception handler in existing code paths. - the containing methods are only used in tests  so any exceptions should blow up at development time. - the containing methods and call paths don t seem to catch them but they should only occur from programmer error. in particular  i had to add these to a group of viewmodel constructors where the arguments  the settingsutils and settingsrepository  are instantiated immediately before the constructors are called (i.e. they should never be null) in their respective page classes. if these constructors are modified in the future  any exceptions should blow up at development time.     check that the fxcop warnings above are dealt with and that the related tests pass.
