prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,Data.Structure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
2507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fix apostrophe conversion
2510,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fix journal title in ris importer
2519,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix repeated escaping of % sign
2521,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix % sign cleanup
2527,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix error when path is no valid directory
2531,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Check more results returned by CrossRef API for matching
2532,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Switch to Latex2unicode
2532,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Switch to Latex2unicode
2532,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Switch to Latex2unicode
2550,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,Bib database -> library
2554,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Replaced LRUMap with a Guava Cache
2558,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,Move whole codebase to package `org.jabref`
2583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Keyword - Special field synchronization
2588,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Implement #1904: filter groups
2601,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,Remove OrdinalsToSuperscriptFormatter from recommended biblatex save actions
2610,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix title-related key patterns in BibtexKeyPatternUtil
2610,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix title-related key patterns in BibtexKeyPatternUtil
2611,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Fix exception when parsing groups which contain a top level group
2614,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Cleanup window has a scrollbar now.
2618,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Fixed wrong logger import
2623,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix2613
2625,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Change dialog of download fulltext to save dialog
2634,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Finally write the new group properties to the bib file: icon with color  description  expanded status and automatic groups
2634,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Finally write the new group properties to the bib file: icon with color  description  expanded status and automatic groups
2639,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Add option to copy title of bibentries
2644,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Refactor OO connection
2645,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix #2455: Add crossref as fetcher for everything (ID-  entry-  search-based)
2659,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,OO formatting
2661,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add possibility to clear the log at runtime
2666,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,Add sorting of all groups and subgroups  recursively
2681,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix #2680 and fix #2667: Swing errors are catched properly and without freezing
2681,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix #2680 and fix #2667: Swing errors are catched properly and without freezing
2684,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FileAnnotationTab now only shows the FileName  not the full path.
2688,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Export single corporate author to ms office xml
2703,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Fix #628: implement hierarchical keywords
2711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Avoid conversion of single underscores
2719,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Extend architecture tests to javafx and javafx.collections
2727,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fixed freeze on Mac OS X when creating/editing groups
2732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix 2701 too may files found
2747,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Replace "Datenbank" by "Bibliothek"
2751,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Sauliusg fix 2700 null pointer exception on get fulltext
2751,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Sauliusg fix 2700 null pointer exception on get fulltext
2774,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixes #2766 If file is not found annotations might be null
2778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Fixes handling of unknown PDAnnotation types.
2816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fix #2806: date editor also accepts incomplete dates
2826,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Fix invalid folder when passed file/path is empty string
2862,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix export and import of MS office day/year/month acessed fields
2864,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Implement #2785: resort groups using drag & drop
2875,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix entry editor
2875,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix entry editor
2882,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Fix loading of preferencesService
2891,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Adjust tests: Ads fetcher returns url  DBLP no longer works with negative operators
2918,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Fix NPE cases in FileDialog Configuration
2921,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix #2854: Readd context menu to linked files editor
2923,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix key combination related exceptions
2935,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Open Urls for recommneded Articles in the browser
2937,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix propagation of key events back to the Jabref main frame
2939,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Ask before deleting associated files from disk in entry
2943,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add a shortcut to "Quality - Look up full text documents"
2957,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix closing entry editor with ESC
2972,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Add Remove link context menu entry in file editor
2991,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Check for different editions in the duplicate check
2995,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Less backups
3002,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix #2998: improve auto completion
3005,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,javafx replacement for file dialog
3007,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add preference migration for keybdingings
3019,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Update source tab when an entry is changed
3024,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,Link missing DocBookEditors formatter in LayoutEntry
3030,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix keybinding in entry editor in localized installation
3048,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Fix ads fetcher
3083,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix #3034: Make font size in entry editor and group panel customizable
3092,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fetcher timestamp
3094,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,Enable join and replace of keywords
3095,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,Fix for issue 3052
3096,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Followup to 2663 Regexformatter
3097,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Store changes in source tab when new entry is selected
3097,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Store changes in source tab when new entry is selected
3104,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Source tab doi
3105,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Remove entries from prior groups if move operation is selected
3111,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Trigger group display update when grouping changes
3116,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Move event processing from source tab into entry editor
3120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Additional filter functionality for Check Integrity popup
3137,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Re-add "Normalize to BibTex name format" context menu item and menu i…
3141,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Increase size of file and keywords editors
3141,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Increase size of file and keywords editors
3141,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Increase size of file and keywords editors
3147,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Export pdf/linked files
3147,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Export pdf/linked files
3154,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Add preference to disable validation in the entry editor by default
3154,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Add preference to disable validation in the entry editor by default
3158,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Fix freezing on browse in protected terms dialog
3162,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Update protected terms list in context menu when a new list is added.
3163,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Fix unparseable FileAnnotation dates
3169,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,Allow removal of online links from entry
3171,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add undo functionality to the source tab
3182,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Fix focus and keybinding in search
3195,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,Fix local db and shared db sync #2284
3202,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,Followup to Issue #3167
3203,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,When groups are removed  also remove them from entries
3204,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Drop latex editor support
3209,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix #2775: Hyphens in last names are properly parsed
3210,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add file description to gui and fix sync bug
3211,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Added logic to check whether linked file already exists
3211,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Added logic to check whether linked file already exists
3233,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Implemented issue #3229
3241,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Update link to renamed file
3243,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,Fix for issue 3143: Import entry from clipboard in different formats
3248,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,Fix for issue 2811: bibtexkey generator does not use crossref information
3272,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Open statistics dialog from correct thread
3287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Change OO paths to Libre Office in preferences
3288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Empty String instead of N/A in file annotations
3303,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Open Unix filenames with spaces
3308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Add \textendash to the html conversion table
3318,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix NPE in MainTable
3343,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Fix NPE when calling with bib file as cmd argument
3368,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,Rework AutoSetFileLinks
3378,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Treat CrossRef titles as optional
3388,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Added checking integrity dialog
3403,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Replace LinkedFiles backslashes with forward slashes
3403,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Replace LinkedFiles backslashes with forward slashes
3404,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,Strip invalid prolog when loading CitationStyles
3405,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix #3046: No longer allow duplicate fields in customized entry types
3438,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix removal of special fields when syncing them via keywords
3443,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Fix for issue #3381
3444,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,Implements #1664: group based on aux file
3444,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,Implements #1664: group based on aux file
3454,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Replace swingx with standard swing
3486,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix threading issues
3486,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix threading issues
3497,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Fix NPE in search bar
3503,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,Update internal state of DatabaseChangeMonitor when external changes …
3506,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix #3359: Automatically remove colon and apostrophe from key pattern
3507,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add option to remove the link when file is no longer found
3508,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Implement #3491: Clicking the PDF icon in the linked files editor opens the file
3509,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fixes #3472: Files starting with BibTeX key of a similar entry are no longer found by mistake
3512,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Fixes #3505: Another try to fix the NPE in the search bar
3529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Add null checks in GroupChangeViewModel
3533,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,Fix preview performance
3539,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix options databinding by adding elements if they are not in the initial map
3541,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,[WIP] Add "Convert to BibTeX format" cleanup
3551,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,Make path relative when adding automatically found file
3553,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix group search performance
3578,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Refactor export code to fix #3576
3591,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Maintable leaves the Swing year and comes back in a new JavaFX dress
3591,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Maintable leaves the Swing year and comes back in a new JavaFX dress
3591,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Maintable leaves the Swing year and comes back in a new JavaFX dress
3597,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Lookup filetypes in enum set to prevent NPE due to uninitialized expo…
3600,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Make it possible to disable autocompletion in the search bar
3606,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Add exporter desc to enum analog to import
3606,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Add exporter desc to enum analog to import
3632,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Export translator field to msoffice 2007 xml
3642,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Extend RIS import with multiple fields
3642,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Extend RIS import with multiple fields
3661,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Export no empty lines in RIS format
3665,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Migrate importer tests to JUnit5
3670,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,Fixes #3648: Chained modifiers work again
3690,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,[WIP] File link deletion dialog improvements
3694,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,differentiate inbooks with different chapters
3708,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Try to change color of magnifier icon
3709,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,Group separator escaping
3710,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,[WIP] Dublin Core
3718,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Add cleanup operation for replacing ligatures
3734,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,Add parser for German months (#3536)
3751,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add the Menubar to the Titlebar in MacOS
3766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Update Architecture Tests to catch static imports
3767,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,Extend toolbar with more icons and add tool tips
3800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Change open last edited dialgo to javafx
3820,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fixes #3796: Pretend that we have every translation for every key
3821,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix Copy linked files dialog showing NPE when no linked files
3824,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Provides download option in context menu and fixes #3614
3824,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Provides download option in context menu and fixes #3614
3826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Show dialog when copy files did not found file
3865,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Do no longer log InvalidFieldValueExceptions during autosave
3871,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Switch colors of search icon for the two search modes
3887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Improvements around external file types
3909,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,Add required mock to LinkedfileViewModelTest
3927,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Prevent accidentaly deleting a second file when pressing del key
3931,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Resolve #3929 Correct fetcher messages
3944,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,[WIP] Replace all IEEE URLs with https #3930
3954,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add button-icon for union/intersection in the groups side panel
3965,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Fixed Url column
3967,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Fix ebook.de
3968,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,Fix IEEE Fetcher by enabling cookie support
3970,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,Fixieee
3979,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,[WIP] Add Text File Export for "Find Unlinked Files"
3983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix IEEE preview does not display month
3988,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Add RFC entry generator ID-type option
3996,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix #3994 Duplicate unmodifiable list for sorting
4002,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix Look and Feel related issues
4002,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix Look and Feel related issues
4011,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Reimplement tooltips for file and identifier columns
4015,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,Fix custom exporter not displayed in file chooser
4016,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,Do not trim or remove whitespace from the title based id fetcher
4019,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Fix ACM fetcher import of entries
4040,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Convert SharedDatabaseConnect Dialog to Javafx
4047,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,A first solution for the cli problem #4038
4056,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,Extract old Bibtex key generation action
4057,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix #4041 to make Push to Application work again on OSX.
4058,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,CPU leak
4074,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,Mac graphics
4100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Migrate Review field in entry preview to comment
4106,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Opens the directory of the currently edited file when opening a new file
4107,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,Fix a few things in entry editor
4116,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Dont report journal name as abbreviated when full name  abbreviated name
4123,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Fix convert to bibtex moves contents of the file field
4124,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Saves and reloads window state on close and on open
4137,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,Fix #3805: dash correctly terminates commands in layout files
4138,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,single line text fields
4181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Fix #4134: no longer freeze when clicking browse in aux import dialog
4184,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Fix #3062: Ctrl + F selects search field again
4212,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Make attached files relative to the file directory
4245,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,Fix style issues in about dialog
4246,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Solved #3823 File annotation
4252,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix attach file does not relativize file path
4255,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix for issue koppor 254 (Auto cleanup url)
4259,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Remove Spin comments
4260,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix for issue 3959: migrate all tests to JUnit 5
4268,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Convert Part of the Issue#3861 Quality->Cleanup entries
4275,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,Changed the behavior of the field formatting dialog
4289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fix npe in Merge entries dialog
4291,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,fix loading and storing of XMP Field Exclusions
4299,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,Fix freeze on import into current library
4311,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix drag and drop in entry editor
4311,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix drag and drop in entry editor
4312,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Convert New entry dialog to javafx
4317,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix that "Rename and move file" throws file not found exception
4325,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Wrap preferences in scrollPane as well
4327,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Save sort order column of main table
4327,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Save sort order column of main table
4337,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix export of corporate author to MSOffice
4337,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix export of corporate author to MSOffice
4338,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Added new keyboard shortcut "ctrl+E" for closing the entry editor. (#4222)
4355,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Auto trim url field
4367,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,ArXiv fetcher support http url
4369,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fixed testExportAsModsAndThenImportAsMods
4379,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Change latex command handling only for XML Chars
4379,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Change latex command handling only for XML Chars
4379,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Change latex command handling only for XML Chars
4396,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fixes for all mods exporter tests
4405,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,show dialog before creating entry
4408,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Add a preference to add files in entry editor
