Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,remove deprecated awt apple extension fixes #3905<!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [ ] change in changelogmd described- [ ] tests created for changes- [ ] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) @linusdietz  @halirutan  could you please test if this removal breaks anything related to mac? the only thing from the code might be the file handling eg double? click on a bib file in the finder  || tested it for a day no issues appeared ||
1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,fixed closing of the shared database login dialog if the user enters wrong authentication details - #4857 fix for the issue -  dialog close after pressing ok button #4857 - fixed closing of the shared database login dialog if the user enters wrong authentication details----- [ ] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [x] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,store column widths as integer fixes #4579store column widths as integer <!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [ ] change in changelogmd described- [ ] tests created for changes- [ ] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,throw bibentrynotfound exception in case entry is no longer present fixes #4932 when an entry got removed a npe complaining about an empty database was thrown because of some weird unkownbibtexentry thingnow the correct bibentrynotfound  exception is thrown showing the problematic reference mark<!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [x] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,fix threading issue with opening from recent libraries fixes #4940on windows 10 i could not reproduce the original exception but im very convinced that i found the threading culprit<!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [ ] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [x] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)  
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,adding doi to test entry - fixes #5013 one liner to have also a doi available in the entry to test the preview function@nomicrosoftbuhtz any more suggestions what should be added?----- [ ] change in changelogmd described- [ ] tests created for changes- [ ] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) thanks a loti would like to have some `comments` (in the past it was `notes` wasnt it?) and `groups` and `keywords`how could we handle `issue`? as i understand biblatex `issue` is used when `number` and `volume` does not exists and vis-a-vis i also know that some journals or import/export mechanism generates entries with all three attributesif we are still in wish-modewhat is about the `gettestentrybook()` is it still used?beside an `@article` i would like to see a testentry for `@incollection` (of course combined with a `@collection` entry || only three wishes! -) i also added `issue` `keywords` and `comment` to the test entry `groups` in general would also be possible - but as there are different ways to configure groups (eg based on keywords etc) its hard to configure a preview to show all possibilitiesthe `gettestentrybook()` method is used in the libreoffice settings - but not in the entry preview preferences ||
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"select push app in preferences as asked by @tobiasdiez here is my alternative proposal this closes #4991 by mergingfixes #674 closes #3942 and closes #4368<img width""242"" alt""prefpushtoapp"" src""https://user-imagesgithubusercontentcom/50491877/58768088-a9637680-8595-11e9-95cb-5a7f2ac16342png"">this branch is build up on the other branch including the other commits this time by intentioni hope you like it have a good night!----- [x] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [x] screenshots added in pr description (for bigger ui changes)- [x] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [x] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) what i really hate is the hardcoding of applicationnames in pushtoapplicationsettingsclass but before there was only some cryptic numbering scheme depending on the order the push-applications were created in the first place at least its a little bit more readable yet i saw no other way without a larger refactoring of this codeready to review || i added some eye-candy you will be charmed -)<img width""330"" alt""select push application"" src""https://user-imagesgithubusercontentcom/50491877/58866242-7a91f100-86b8-11e9-8b9a-7ef0d28385cfpng""> || looks good to me! || ok should be ready again there are still a lot of things that could be done eg refactoring of the preferences-dialog and changing the single tabs to mvvc but i dont want to interfere with the other rework towards 50 and the fate of swing || looks good please check if you can select the push to application multiple times after each other without closing the prefs dialogselect lyx and then again select texstudio for example if it works all is good  || works fine at least if i understood you right i hope so || looks very good to me now thanks again! || you are welcome this was fun - again! lets push jabraf forward towards 50 -) || "
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,add search for citations in latex files (back-end and gui) here is a **latex parser tool** that reads each file line by line parses and analyzes them for detecting different citation formatsits user interface consists of a first dialog box that will **ask the user for a directory** to search tex files then the user could **select specific files** after that the tool parses these files and **shows all the bibliographic entries found** in a new dialog box![latex_parser](https://user-imagesgithubusercontentcom/12954316/61177635-9ef7bc00-a5da-11e9-9f4d-b3cfc45d96c4gif)related issue: [#5002](https://githubcom/jabref/jabref/issues/5002)----- [x] change in changelogmd described- [x] tests created for changes- [x] manually tested changed features in running jabref- [x] screenshots added in pr description (for bigger ui changes)- [x] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) thanks a lot!  ||
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,fix double paste on different os fixes #4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste working in linux as well! ||
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"revert ""[wip] get jabref running in eclipse"" reverts jabref/jabref#5264  "
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,"fix various copy to clipboard issues pt 1: fixing #5263 by only using the text content to be added in the right-click-copy functionality in the preview (see https://githubcom/jabref/jabref/pull/5340/files#diff-b84aeae22f7f719bc60f1ae34ecb39f6)pt 2: right click option in maintable: additionally store content also in string format that can be accessed then with simple text editorspt 3: improve also functionality in ""export to clipboard"" dialogcurrently all ""exporters"" are used for ""export to clipboard"" - however the ones which are creating files like pdfs cannot be used for copying to clipboard - thus they are filtered out now additionally in case rtf or html content is exported the specific clipboardcontent has been used----- [x] change in changelogmd described- [x] tests ~~created~~ adjusted for changes - [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) @tobiasdiez if you dont have further objections i would merge it to master 😃  ||"
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,show more than one group color bar shows multiple colored bars if the entry belongs to more than one group (with color) implements #4574![image](https://user-imagesgithubusercontentcom/5037600/65716295-25cb1980-e09f-11e9-9e94-e4a0f3a324cbpng)<!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [ ] change in changelogmd described- [ ] tests created for changes- [ ] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) +1 for left-aligned if one does not know the feature this looks better to meanything else left? || ok left aligned it is ready to merge from my pov ||
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fix for #5369 - fallback to 0 in case stored preview cycle pos does no longer exist fix for #5369problem should in theory not happen as always a correct size should be stored - however if for example csl styles are not loaded properly the mentioned exception in #5369 might occurto prevent this upon creating the preview prefs now the stored cycle position is now compared to the actual list of previews before being set <!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [ ] change in changelogmd described - i think as this is not a common problem can be omitted?- ~~[ ] tests created for changes~~- [x] manually tested changed features in running jabref- ~~[ ] screenshots added in pr description (for bigger ui changes)~~- [x] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- ~~[ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)~~  
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,fix exception when merging entries the problem was that `sourcechanged` was invoked asynchronous and thus the information in the change event could be obsolete if another thread changed the underlying list in the meantime solution: run `sourcechanged` on the javafx thread but synchronouslyfixes #5169<!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [x] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) i merged to keep things moving however it would be nice if my code questions would lead no another pr adding comments on the code ||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,fix cursor jump fixes #5084 the entry editor was very aggressive and stole the focus from the search bar or from the main table this lead to problems like #5084 where users overwrite the contents of the entry while doing a search moreover it made it impossible to navigate between entries using the arrow keys in the main table both of these issues are fixed now<!-- describe the changes you have made here: what why       link issues by using the following pattern: [#333](https://githubcom/jabref/jabref/issues/333) or [koppor#49](https://githubcom/koppor/jabref/issues/47)     the title of the pr must not reference an issue because github does not support autolinking there -->----- [x] change in changelogmd described- [ ] tests created for changes- [x] manually tested changed features in running jabref- [ ] screenshots added in pr description (for bigger ui changes)- [ ] ensured that [the git commit message is a good one](https://githubcom/joelparkerhenderson/git_commit_message)- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) when you create a new entry the focus should be in the first field does this still hold true?  || @siedlerchr thats a good suggestion but does not even work in the current master something for another pr maybe ||
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,improve change scanner if a file is changed externally jabref is doing a 3-way merge between the last saved value vs current value in jabref vs new value in filethe way this is done is by first comparing the last saved file with the current (changed) file and then trying to find additional/other changes in the currently open database this is really complex and i believe there is some subtle bug in the logic leading to #5257with this pr the change scanner is changed to a to simple 2-way merge between the current value in jabref vs new value in file this is way simpler and i hope this pr fixes #5257in a few edge cases the 2-way merge has a small disadvantage for example consider the following steps:- user a opens file- user a changes field `author` to `user a` and adds field `title` with value `new`- user b opens file- user b changes field `author` to `user b`- user b saves fileat this point user a gets a message that the file changed with the following changes:- field `author` changed from `user a` to `user b`- field `title` was removedthe 3-way merge could detect that `title` was newly added and thus could automatically reapply this change  this is no longer possible with the simple 2-way merge<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> we have to be careful how this works together with a shared database || the shared databases have their own update/sync mechanism but i do agree that this should be made consistent at some point || i am making it consistent <s>in my local dev branch</s> at https://githubcom/jabref/jabref/pull/5669 that one uses the merge entries dialog as it is the case in the shared database dialog does also cover the edge case by @tobiasdiez || is the reference file updated after the conflicts are reported? (is it necessary? i would guess: yes because changes reported should not be reported again - and the reference file is not the bib file on disk)is it possible to add some test cases? || i removed the reference file completely || how hard is it to embed the [merge entries dialog](https://docsjabreforg/finding-sorting-and-cleaning-entries/mergeentries) at the yellow place below?![grafik](https://user-imagesgithubusercontentcom/1366654/69784577-61c14e80-11b6-11ea-9e10-7c782218e908png) || @koppor the merge entries dialog is already consisting of a borderpane called `mergeentries` which can be embedded easily see the `mergeentriesdialog` || minor wish: <kbd>esc</kbd> should be enabled for closing the dialog(refs https://githubcom/jabref/jabref/issues/2949) || @siedlerchr great! may i ask whether you could do it? || i if can wait until this evening or afternoon i can try to add it || improved the pr based on the comments didnt change anything to the ui as this was not the subject of this pr so we are going ahead with this pr and further work on https://githubcom/jabref/jabref/pull/5669 after the release of 50? || this pr has the advantage that its finished and seems to work 🎉 maybe we will offer both possibilities:- transparent merge of changes (#5669)- explicit merge of changes (this pr)@siedlerchr can you do the integration of the merge entries dialog in a separate pr? - this evening is still long and i am really looking forward to it meanwhile ill work on the other pr ||
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,"rename ""lookup fulltext"" to ""download fulltext"" closes #3874 and surpasses #5216does not addresses the follow-up issues mentioned in https://githubcom/jabref/jabref/pull/5216#issuecomment-557589116<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [ ] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues>  "
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"fix multiple entries allowed in crossref (issue #5284) fixed issue #5284 where multiple entries were allowed in crossref field whereas only one should be allowed https://githubcom/jabref/jabref/issues/5284 i merge even though the co-authored-by-strings are not correct```co-authored-by: julien bénardco-authored-by: lucas berettico-authored-by: venceslas roullier```source from https://helpgithubcom/en/github/committing-changes-to-your-project/creating-a-commit-with-multiple-authors![grafik](https://user-imagesgithubusercontentcom/1366654/70868277-7015b580-1f7f-11ea-9c54-d6148a87ec51png) || for follow-up: please ensure that ""checkstyle"" runs through there was a wrong import order@julien29121998 did you configure your ide correctly? || nevertheless thank you for putting effort into this looking forward to more contributions! || "
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,fix for multiple error messages in messed up source editor fixes #5820jabref created a new instance of codearea everytime an entry was selected and bound multiple listeners to the codearea and to the validationstatus in bindtoentry refactored it a little bit so the codearea stays persistent and the error messages are only displayed oncedid some minor refactorings to the other validators and to modulesinfo too to avoid warning messages from the ide and fixed a minor mistake from a previous pr in darkcss no screenshot as there is no visual change- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> thanks for the fix i dont know exactly what  but i remember we had issues with the code area when going up and down in the main table with an open entry editor and also when importing? i know that there was a reason why it was created new every time maybe @tobiasdiez remembers || this should do the trick now apparently javafx fires the focus event after loading the next entry and registering a listener does not mean it is also runwhat i dont understand is the failing gui test it fails somehow during setting the test up trying to call getsourcestring with an empty bibentryit does not fail with a real entry open in jabref but only with the test should i modify the test? || the new fix looks good to!i guess the test fails as `currententry` is null in https://githubcom/jabref/jabref/pull/5823/files#diff-e6eac13930d81c3c9c3ddc47d1b354a9r223you can change https://githubcom/jabref/jabref/blob/master/src/test/java/org/jabref/gui/entryeditor/sourcetabtestjava#l81 to `notifyaboutfocus` ||
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"fixes making paths of linked files relative (web urls will not be touched anymore) fixes #5861description:- cleaning up entries with ""make paths of linked files relative (if possible)"" broke web urls and resulted in various other issues subsequently this pr fixes this issueit has been tested for local files and web urls- [x] change in changelogmd described (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> thank you very much for your contribution!fix looks good!  || is there still something i need to do or is everything fine because one check failed? || you can ignore the failing check its just the upload of the binaries which sometimes failsour code quality policy requires a review from a second reviewer for external developers before it can be mergedi think you also should add a changelog entry since its at least an error from the beta/previous version || would a proper implementation of rfc 3986 be an overkill? maybe this could be achieved with a proper regex?https://toolsietforg/html/rfc3986spotted thishttps://stackoverflowcom/questions/30847/regex-to-validate-uris#30858 || @calixtus checking a path as follows could be a simple alternative https://wwwgeeksforgeeksorg/check-if-url-is-valid-or-not-in-java/ but nevertheless i also see advantages with the current approach since it also detects urls as web urls even if they are potentially broken in some way this was the reason why i created it like that i think the main goal is to identify a web url rather than checking its validity || @systemoperator  that should work using new url() in practice and i think should be sufficient for most cases as an indicator || i eg think about the following scenario: given are broken web urls like:- https://www googleat/ <- mind the unintended space character- https://wwwgoogleat/ <- mind the unintended second period- i think in this screnario it is more important to identify whether it is a web url or not rather than making it more strict saying checking whether it is a valid web url because in the case that it would be a invalid web url (as eg shown above) then in this scenario the url would again get cleaned up and thus it will become even more ""destoryed"" as it would be interpreted as a local file url again and many other issues would again show upon the other hand if a broken url gets identified as a web url then it will be processed properly and everything will work out but when opening the url it just cannot be loadedin my opinion this method is all about identifying a web url not validating one (thats why it is called isonlinelink() rather than isvalidonlinelink()) || somewhere i think youre some kind of right too on the other hand where do we want to decide whats still a acceptable and what not? what about ""file://"" (im aware that normally a file path is printed without this here but it still could happen) we also had a few months ago someone here using jabref as database for genetics stuff and not for books (proofing the mutability of jabref)please dont misunderstand me i get your point and i dont exactly know the right answer || before implementing it i thought about many of those things with the current implementation a file link starting with ""file://"" will not be interpreted as a web url anyway so this would be fine as well || at least the javadoc should then be adapted -) || of course i would like to hear @tobiasdiezs recommendation about that as well then i will implement it as desired :) || i think the current implementation is a good compromise in the ideal world the url is valid and a proper validation as @calixtus would be preferable however the data quality we get from some fetchers is suboptimal so that it is a good idea to error on the save side (eg better identify to many paths as web urls) i suggest to merge now and come back to it later if users complain / provide problematic use cases || "
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"fix properly resolves orfields of required fields addresses: #5859 and partially #5853this fix adds all entries of orfields of the required fields of entrytypedefinitions to the list of required fields for the tab ""required fields"" of the entry editor- [x] change in changelogmd described (if applicable)- [x] manually tested changed features in running jabref (always required) please resolve the conflicts and fix the checkstyle issue than we can merge || @siedlerchr is there still something i need to do? which checkstyle issue do you mean? || see https://githubcom/jabref/jabref/pull/5903/checks?check_run_id422021255ive fixed it for you and will merge now thanks again for another great pr! ||"
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,try to fix linux pdf opening again fixes #5942  and fixes probably #5882<!-- describe the changes you have made here: what why  link issues by using the following pattern: #333if you fixed a koppor issue link it with following pattern: [koppor#47](https://githubcom/koppor/jabref/issues/47)the title of the pr must not reference an issue because github does not support autolinking there--><!-- - all items with `[ ]` are still a todo- all items checked with `[x]` are done- remove items not applicable-->- [ ] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [ ] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> could you please try again with the newest version from this branch?i forgot one method  ||
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,small improvements in preferences dialog changes:- reduces the size of the rarely used import/export/show/reset-preferences buttons to icon buttons to free space to display all of the tabs in the list ( fixes #6038 )- the font size is now controlled by a spinner (a text field with arrows on the right side)- the comboboxes now have valuefactories to properly display the real name of the languages the charsets and the bibdatabasemode which incorrectly displayed `biblatex` instead of `biblatex`- some keyboard events are added to the add-textfields in nameformattertab etc to make usage more intuitive- removed obsolete and non functional `open pdf` settings  ( closes #5529 )![preferences_polish](https://user-imagesgithubusercontentcom/50491877/76712228-efe62400-6716-11ea-84ad-9b331ea046a4png)- [x] change in changelogmd described (if applicable)- [ ] tests created for changes (if applicable)- [x] manually tested changed features in running jabref (always required)- [x] screenshots added in pr description (for bigger ui changes)- [ ] [checked documentation](https://docsjabreforg/): is the information available and up to date? if not: issue created at <https://githubcom/jabref/user-documentation/issues> # [codecov](https://codecovio/gh/jabref/jabref/pull/6130?srcpr&elh1) report> :exclamation: no coverage uploaded for pull request base (`master@10f5468`) [click here to learn what that means](https://docscodecovio/docs/error-reference#section-missing-base-commit)> the diff coverage is `408%`[![impacted file tree graph](https://codecovio/gh/jabref/jabref/pull/6130/graphs/treesvg?width650&tokengocyt97xqp&height150&srcpr)](https://codecovio/gh/jabref/jabref/pull/6130?srcpr&eltree)```diff@@            coverage diff            @@##             master    #6130   +/-   ##  coverage          ?   4162%             complexity        ?     6888             files             ?     1090             lines             ?    46233             branches          ?     5554             hits              ?    19243             misses            ?    25547             partials          ?     1443```| [impacted files](https://codecovio/gh/jabref/jabref/pull/6130?srcpr&eltree) | coverage δ | complexity δ | ||---|---|---|---|| [/java/org/jabref/gui/desktop/os/nativedesktopjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9kzxnrdg9wl29zl05hdgl2zurlc2t0b3auamf2yq) | `0% <ø> (ø)` | `0 <0> (?)` | || [java/org/jabref/gui/desktop/os/defaultdesktopjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9kzxnrdg9wl29zl0rlzmf1bhrezxnrdg9wlmphdme) | `0% <ø> (ø)` | `0 <0> (?)` | || [src/main/java/org/jabref/gui/desktop/os/linuxjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9kzxnrdg9wl29zl0xpbnv4lmphdme) | `576% <ø> (ø)` | `3 <0> (?)` | || [g/jabref/gui/preferences/externaltabviewmodeljava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9wcmvmzxjlbmnlcy9fehrlcm5hbfrhylzpzxdnb2rlbc5qyxzh) | `0% <ø> (ø)` | `0 <0> (?)` | || [/java/org/jabref/preferences/newlineseparatorjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml3byzwzlcmvuy2vzl05ld0xpbmvtzxbhcmf0b3iuamf2yq) | `0% <ø> (ø)` | `0 <0> (?)` | || [src/main/java/org/jabref/gui/desktop/os/osxjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9kzxnrdg9wl29zl09twc5qyxzh) | `0% <ø> (ø)` | `0 <0> (?)` | || [c/main/java/org/jabref/gui/desktop/os/windowsjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9kzxnrdg9wl29zl1dpbmrvd3muamf2yq) | `0% <ø> (ø)` | `0 <0> (?)` | || [va/org/jabref/gui/preferences/externaltabviewjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9wcmvmzxjlbmnlcy9fehrlcm5hbfrhylzpzxcuamf2yq) | `0% <ø> (ø)` | `0 <0> (?)` | || [/org/jabref/gui/preferences/appearancetabviewjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9wcmvmzxjlbmnlcy9bchblyxjhbmnlvgfivmlldy5qyxzh) | `0% <0%> (ø)` | `0 <0> (?)` | || [/org/jabref/gui/preferences/xmpprivacytabviewjava](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree#diff-c3jjl21haw4vamf2ys9vcmcvamficmvml2d1as9wcmvmzxjlbmnlcy9ybxbqcml2ywn5vgfivmlldy5qyxzh) | `0% <0%> (ø)` | `0 <0> (?)` | ||  and [9 more](https://codecovio/gh/jabref/jabref/pull/6130/diff?srcpr&eltree-more) | |------[continue to review full report at codecov](https://codecovio/gh/jabref/jabref/pull/6130?srcpr&elcontinue)> **legend** - [click here to learn more](https://docscodecovio/docs/codecov-delta)> `δ  absolute <relative> (impact)` `ø  not affected` `?  missing data`> powered by [codecov](https://codecovio/gh/jabref/jabref/pull/6130?srcpr&elfooter) last update [10f5468c015a82](https://codecovio/gh/jabref/jabref/pull/6130?srcpr&ellastupdated) read the [comment docs](https://docscodecovio/docs/pull-request-comments) || lgtm just one minor issue: its called biblatex (all lowercase not biblatexwe had the confirmation from the official authors that its should be all lowercase  || > lgtm just one minor issue: its called biblatex (all lowercase not biblatex> we had the confirmation from the official authors that its should be all lowercasedoh || could you please fix the checkstyle issue (introduced from another commit but so we can merge)[ant:checkstyle] [error] /home/runner/work/jabref/jabref/src/main/java/org/jabref/gui/exporter/saveactionjava:14:28: { is not followed by whitespace [whitespacearound] ||
