prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,Data.Structure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
5432,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix cursor jump Fixes #5084. The entry editor was very aggressive and stole the focus from the search bar or from the main table. This lead to problems like #5084 where users overwrite the contents of the entry while doing a search. Moreover  it made it impossible to navigate between entries using the arrow keys in the main table. Both of these issues are fixed now.  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) When you create a new entry  the focus should be in the first field. Does this still hold true?  || @Siedlerchr Thats a good suggestion but does not even work in the current master. Something for another PR maybe. ||
5448,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix nullpointer on import Fixes #5447 ---- - [x] Change in CHANGELOG.md described - [ ] Tests created for changes   --> not testable with unit tests - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes)   --> not needed - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [x] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5451,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Add option to display entry preview as tab in entry editor Adds the entry preview as a tab. Fixes #5244. Also fixes #5446. Plus a bit of refactoring  ![image](https://user-images.githubusercontent.com/5037600/66870882-b3b16a80-efa2-11e9-9900-c2d9ec3dbfb0.png)   <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [x] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5451,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Add option to display entry preview as tab in entry editor Adds the entry preview as a tab. Fixes #5244. Also fixes #5446. Plus a bit of refactoring  ![image](https://user-images.githubusercontent.com/5037600/66870882-b3b16a80-efa2-11e9-9900-c2d9ec3dbfb0.png)   <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [x] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5454,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix highlight issues for lists Fixes #5277 and fixes #5035. The problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones).  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5454,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix highlight issues for lists Fixes #5277 and fixes #5035. The problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones).  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5471,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Mark OOSTyle as invalid if no defaultStyle In addtion  dsplay correct layout for article and book  Fixes  #5452   TODO: Add documentation issue  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5472,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix highlight problem in entry preview Fixes #5069 by using markjs.  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5481,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix for issue 5463 Fixed issue #5463 (https://github.com/JabRef/jabref/issues/5463)   ----  -   - [x]  Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) Good work 👍 Ill merge this PR now.  I hope you enjoyed contributing to JabRef. I would like to continue working with you. What do you think about resolving https://github.com/JabRef/jabref/issues/5485? This issue was recently reported and is about an important feature of JabRef. ||
5482,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Add X11 Primary Selection clipboard support _Related to issue #2389 (**JabRef and the X Window clipboard/selections**)._  I have been testing different alternatives and I think that this is the best choice (for using `XClipboard` a new dependency is needed  and it does not give any added value).  - All contents that JabRef sends to the system clipboard will be available in the X11 Primary clipboard too (i.e.  `copyVersionToClipboard()` in the About dialog). So it is possible to paste it in a text editor  doing click in the middle/third mouse button.  ![copy_version](https://user-images.githubusercontent.com/12954316/67137766-aca48980-f23a-11e9-9bf0-a96ee1ef920f.gif)  - It is necessary to call the `install()` method in every text field where you want to use it. For the moment  it is activated in the `GlobalSearchBar`  therefore you can try it: write something  select a piece of text and do click in the middle button.  ![global_search](https://user-images.githubusercontent.com/12954316/67137765-ab735c80-f23a-11e9-8f17-2015c9833a20.gif)  - Now `ClipBoardManager` uses the singleton pattern. It is instantiated once in `Globals.java`.  Any feedback will be more than welcome! **:"D**  ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [x] Screenshots added in PR description (for bigger UI changes) - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) Thank you on working on this. No Linux at hand currently.  The primary and secondary buffers are completely separate buffers. So  the test case is:  1. Open JabRef 2. Add a new entry 3. Have the entry editor opened  showing the author and title field 4. Select `Milton {Abramowitz} and Irene A. {Stegun}` (here in this issue) and press <kbd>Ctrl</kbd>+<kbd>C</kbd> to copy that text to the primary buffer 5. Select `Handbook of Mathematical Functions with Formulas  Graphs  and Mathematical Tables` with the mouse. To not press any keyboard shortcut 6. Switch to JabRef (maybe using <kdbd>Alt</kbd>+<kbd>Tab</kbd>) 7. Go to the title field. 8. Press the middle mouse key. 9. Check expectation: `Handbook of Mathematical Functions with Formulas  Graphs  and Mathematical Tables` is pasted. 10. Go to the author field. 11. Press <kbd>Ctrl</kbd>+<kbd>V</kbd> 12. Expectation: `Milton {Abramowitz} and Irene A. {Stegun}` appears.  @davidemdot Could you check if it works like that?  @gregoa This is the expected behavior if I remember the Linux desktop correctly. I checked https://docs.kde.org/trunk5/en/kde-workspace/klipper/clipboard-modes.html  which seems a good short resource on that. I see at https://ask.slashdot.org/story/04/06/02/1832201/dealing-with-the-unix-copy-and-paste-paradigm that Firefox pastes the secondary clipboard at <kbd>Ctrl</kbd>+<kbd>V</kbd> if text was selected in firefox.  Short summary for X11 clipboards: https://unix.stackexchange.com/a/139193/18033. Longer text (good introd pargraphs) : https://www.uninformativ.de/blog/postings/2017-04-02/0/POSTING-en.html. I learned  there is `CLIPBOARD` (typically <kbd>Ctrl</kbd>+<kbd>C</kbd>/<kbd>V</kbd>) and `PRIMARY` (mouse text highlight).  Source for the bibtex example: https://en.wikipedia.org/wiki/BibTeX  || @koppor After last commit  which activates the `PRIMARY` clipboard for all `TextField`/`TextArea` controls in the entry editor  your test case works exactly as you said. || @gregoa @noMICROSOFTbuhtz Could you test if it meets your expectations? - Find the build at http://builds.jabref.org/issue-2389/. ||
5483,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix not on fx thread error for custom entry types Fixes #5469   Revert change done in  #5423 because the actual code just opens the already loaded databases. At this point the databases are already loaded in a background thread   <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5495,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Fix deprecated CrossRef Rest API Parameter Fixes #5485  Changed the query parameter `query.title` (which is deprecated) to `query.bibliographic`.  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) Thanks for the quick fix!. For your next Pull Request please use a short description of the fix  in the title and the actual (Fixes #xxx) in the description  because this makes it easier for us to see what the PR is about without checking the issue number first.  Tip: Github takes the first line of the commit message as title in a PR. Text after an empty line (linebreak) will be considered as description text  ||
5497,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,Try to fix dark theme path Fix Dark theme.  Workaround until https://github.com/openjdk/jfx/pull/22 is fixed  Fixes #5496  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) gradle also works fine  || still invalid url || Should work now. ||
5501,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,New ADS Fetcher I added a new fetcher that uses the new ADS API.  Some open Question for implementation: * Which ids should be viable ids for IdBasedFetchers? Only DOI? Only ADS Bibcode? The current/old version can handle both  but Im not sure if this is intentional.  * We need an API key to access the API. I have one for development  but someone has to create one for the project.  * We need to set a limit on how much search results are shown. Is 20 a good value?  Refs #4949   ----  - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Cleanups tasks (Change comments and documentation...) - [x] Manually tested changed features in running JabRef - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [x] Add API Key That looks already really good. Nice job!   - If it is (relatively) easy to implement  then DOI + bibcode support would be nice. - I will request an official key. - 20 entries sounds indeed good.  Do you have any questions codewise at the moment or anything else where we can help? || > If it is (relatively) easy to implement  then DOI + bibcode support would be nice.  That is no problem. I already have implemented this. > Do you have any questions codewise at the moment or anything else where we can help?  At the moment i do not have any questions. But I would like to get as much feedback as possible.  || Right now i have implemented the fetcher in a new class. Should we keep the old one and remove it later? || You can delete/replace the old fetcher. There is no point in having two fetcher for the same online service. || Great  thanks! Any plans / chances that the new fetcher will be back ported to the latest stable release (4.3) !? ||
5513,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Making importing a single file easier (Issue #5508) Fixes #5508  I added a condition to see if only one entry is being imported. If the condition adheres -> mark the entry as selected.  ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) I would totally agree with you. But when I try that  it does not seem to select the entry. I had though to put it there too at first. Any other suggestion as to how to make it work? || Usually  the problem is that the code is run before the control is initialized completely. To fix this it is usually sufficient to wrap everything in a `Platform.runLater(...)` call. Can you please try this out here as well? Thanks || I tried to wrap the if-statement in a Platform.runLater(..) and it did not work. Also tried to wrap all of initialze in a Platform.runLater with and without the if-statement in it. It did not select the single file being imported. Do you have any suggestions  as to what I could do differently?  Sorry for the inconvenience of this PR. ||
5519,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix XMP null error Fixes #5449. Was caused by wrapping a set of fields in a treeset without specifying the comparator.  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5521,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix text colour in Merge dialogue fixes: #5516  The colour of the textfields in the Merge dialogue was set to black  I set that to `-fx-light-text-color` (#9aa3af) in MergeEntries.css  No need for documentation update.  Tested manually on local environment. Open to suggestion for test cases. 😄   PS: Forgive me if I missed something  this is my first PR to a relatively large project ✨     <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [x] Screenshots added in PR description (for bigger UI changes) - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [x] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  Changes: <img width"843" alt"Screenshot 2019-10-26 at 10 36 00" src"https://user-images.githubusercontent.com/17515408/67618546-cde01980-f7e8-11e9-8f51-f304d822f3df.png"> <img width"843" alt"Screenshot 2019-10-26 at 10 36 00" src"https://user-images.githubusercontent.com/17515408/67617774-97050600-f7de-11e9-97fd-9329a56a5a66.png">  Changed colour of field text in merge window from black to gray.   PS: Forgive me if I missed something  this is my first PR to a relatively large project || Tested the change manually  however Im open to suggestions in regards to what other GUI test. I see that DiffHighlightingTest.java checks style classes.  || The failing test on Travis is `BibEntryWriterTest.java:alphabeticSerialization()` introduced today on master (not related to this ticket). Will update with master again once the above is resolved. || Thank you for your review! Ill test the css change and push that as well soon 😄  || @matthiasgeiger Im having a hard time finding which property makes the radio buttons look black when they are not selected  do you know where it could come from?  In the meantime I spotted that I was affecting the Light theme with the new css  now that is fixed :)  || Welcome to JabRef and thanks for your contribution.   The substructure of the `radio-button` is described here https://docs.oracle.com/javase/8/javafx/api/javafx/scene/doc-files/cssref.html#radiobutton. So `.radio-button .radio` applies to the outer ring while `.radio-button .dot` is for the centered dot. These admit also additional pseudo-classes controlling the appearance in the different states. For example  `.radio:armed` is for the armed state and there are also `selected`  `determinate` and `indeterminate`. || Updated radio button to look like this. Thank you for your help @tobiasdiez! 👍   <img width"912" alt"Screenshot 2019-10-27 at 00 50 49" src"https://user-images.githubusercontent.com/17515408/67627409-da4d8c00-f853-11e9-816a-6e0f2b1dcab3.png">   || :+1: great! Looks good to me now! || 
5525,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,Remove empty customization warning Fixes #5332. Problem was that the dialog was shown whenever the library contained customized entry types  even if the customizations were equal to the customization stored in the global preferences. A bit of refactoring/renaming along the way.  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5533,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix a bug that threw a NPE when using middle mouse click on Windows Hotfix for solving #5532. Code looked good. Since its a hotfix  I just merged. ||
5539,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Improve performance Improve performance by: - Caching fields as KeywordList - Remove duplicate change listener - Remove preference access in loop  With these changes  the mega huge library of @AEgit works without too much delays (the initial loading of the database is a bit slow but still ok). Thus  this PR is a potential fix for #4430 and for https://github.com/JabRef/jabref/issues/5071.  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) @tobiasdiez Wonderful! Let me know  when I can start testing this fix. ||
5554,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Make entry editor DND behave as specified in settings <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. --> Fixes #5546   The setting only applies to the entry editor. The maintainable is still differentiating between the DND Modifiers as implemented in the linked PR @koppor    Refs #3765 ----  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [ ] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) In my opinion  dnd onto the maintable and the entry editor should behave the same. Otherwise its really confusing that some operations on the entry editor respect some settings while a similar action on the maintable does not. || Agree. Both should behave as outlined above (if possible) 😅  Tobias Diez <notifications@github.com> schrieb am Sa.  2. Nov. 2019  15:01:  > In my opinion  dnd onto the maintable and the entry editor should behave > the same. Otherwise its really confusing that some operations on the entry > editor respect some settings while a similar action on the maintable does > not. > > — > You are receiving this because you were mentioned. > Reply to this email directly  view it on GitHub > <https://github.com/JabRef/jabref/pull/5554?email_sourcenotifications&email_tokenAAKNU7TGK3HMYCTMNLVT7OLQRWB4BA5CNFSM4JH6CP4KYY3PNVWWK3TUL52HS4DFVREXG43VMVBW63LNMVXHJKTDN5WW2ZLOORPWSZGOEC44SFA#issuecomment-549046548>  > or unsubscribe > <https://github.com/notifications/unsubscribe-auth/AAKNU7VFUZSIXUDQ7DLSVMTQRWB4BANCNFSM4JH6CP4A> > . >  || @koppor why did you merged this although it removes functionality that we both agreed should be kept?! Ill revert since this is not a proper fix in my opinion.  || I understood your comment wrong: I thought with this PR  they would behave the same. I did not check whether the entry editor supports modifier keys.  One should update https://github.com/koppor/jabref/issues/368 w.r.t. the current behavior of the entry editor. ||
5556,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Select newly added jstyle in table to prevent exception Fixes #5452  <!-- describe the changes you have made here: what  why  ...       Link issues by using the following pattern: [#333](https://github.com/JabRef/jabref/issues/333) or [koppor#49](https://github.com/koppor/jabref/issues/47).      The title of the PR must not reference an issue  because GitHub does not support autolinking there. -->   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [ ] Screenshots added in PR description (for bigger UI changes) - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
5558,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fix #5551 - Dont remove unwanted characters before first author is s… Hey   Im copying my comment from the issue page:   I found that in BracketedPattern.java on line 846 the comma is removed and therefore the AuthorList is not correct. https://github.com/JabRef/jabref/blob/master/src/main/java/org/jabref/logic/bibtexkeypattern/BracketedPattern.java#L846  I would fix this issue by not applying BibtexKeyGenerator.removeUnwantedCharacters before extracting the author but afterwards. The tests pass  but can anyone think of a problem with that approach?  As it is my first PR to this project  any suggestions are highly appreciated. Thanks for the great work!  ----  - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef - [x] Screenshots added in PR description (for bigger UI changes) - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message)  ![image](https://user-images.githubusercontent.com/4035371/68075812-6ceaaf80-fdad-11e9-9638-0588eed7e545.png) Thanks for your contribution! Looks good to me. I currently cant think of any issues with this fix. And thats why we have tests for such cases.. 😉    || I am glad that I could help. ||
5560,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix 5555 status popups As discussed in #5555 this PR removes some obsolete notifications and additionally removes notifications during autosave. I have also removed the strings from the language file  however  I was not sure if this was correct?   ----  - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Manually tested changed features in running JabRef - [x] Ensured that [the git commit message is a good one](https://github.com/joelparkerhenderson/git_commit_message) @Ka0o0  Thanks for your contribution again! Could you please fix the checkstyle error? Then its ready for merge || @Siedlerchr I forgot to remove the unused import. It should pass the style check now. ||
