Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,   trouble summary its possible to create multiple threshold specification with the same external id on a billing account bucket specification.    . detailed trouble description its possible to create multiple threshold specification with the same external id on a billing account bucket specification. this should not be allowed as of rmca pbi 338. . workaround and recovery extend the current pbs threshold spec validation to apply to the babs threshold specs.
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,    this  1453 and also #286         1453*    *        the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height    tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows     this 1453 and also #286.         1453 .       the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height.      tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows.
1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary when you create a new service usage  recurrence  promotion or lifecycle strategy from the ps. it will list and show the name it was given the first time. so this mean when rename the strategy it is not reflected or shown on the ps that is using this. . detailed trouble description 1 create ps 2 create a strategy form ps. any of service usage  recurrence  promotion or lifecycle. do not activate. 3 save ps. do not activate. 4 go to and open the previous strategy again 5 change the name/title and save. 6 go back to previously created ps  look at the name for the strategy is not changed. it is still the name that was created originally.   . workaround and recovery
1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,  1 effect not possible to integrate rmca cdac in cha  target drop 1852 2 description when running test case that uses fatandfast and staytuned test data  rmca cdac craches when cha tries to read networkpolicycounterspecification (npcs). the error occurres due to incorrect handling of disableraporting flag. this flag is null but the networkpolicycounterspecificationversion builder expects boolean. npe is thrown. 3 measures use boolean instead of boolean in networkpolicycounterspecificationversion.builder.withdisablereporting(boolean disablereporting). repack is requested on rmca 1852 (24.45.x)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,    updated html parsing extension in markdown preview pane to display infobar for blocked relative image urls      1677 *        manually validated desired functionality and ensured that tests are passing    updated html parsing extension in markdown preview pane to display infobar for blocked relative image url s.     1677       manually validated desired functionality and ensured that tests are passing
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,   this pr adds code to fix the loading of program plugin due to failure in packaged app load at startup     6673 #6665 *      (  *      info on pull requestthis pr contains the following changes : 1 added exception handling for `directorynotfoundexception` when packaged app is not found at location returned by packagemanager this was the cause of issue #6673 as this exception was not handled before2 added a try-catch to handle all exceptions when adding a new packaged app in `packagemanagerwrapper` all exceptions should be caught here because an issue in one program should not affect loading of entire program plugin    1 manually validated that throwing any exception while creating a packaged app does not result in failure in loading program plugin 2 msi containing this pr changes were shared with users and they reported that the error was resolved   this pr adds code to fix the loading of program plugin due to failure in packaged app load at startup.    6673  #6665  . if not  go over [here](     info on pull request this pr contains the following changes :  1. added exception handling for  directorynotfoundexception  when packaged app is not found at location returned by packagemanager. this was the cause of issue #6673 as this exception was not handled before. 2. added a try-catch to handle all exceptions when adding a new packaged app in  packagemanagerwrapper.  all exceptions should be caught here because an issue in one program should not affect loading of entire program plugin.     1. manually validated that throwing any exception while creating a packaged app does not result in failure in loading program plugin.  2. msi containing this pr changes were shared with users and they reported that the error was resolved.
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,fixes: #4641 removed the tempdirectory extension from junit-pioneer with the built-in extension of junit 54-----  manually tested changed features in running jabref-  (https://githubcom/joelparkerhenderson/git_commit_message) fixes: #4641  removed the tempdirectory extension from junit-pioneer with the built-in extension of junit 5.4 ---- -  -  ()
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,    * the memory used by pt run was increasing on consecutive launches one of the reasons for this to happen was that all the image icons were cached * even though the code had an upperlimit on the `maxcached` values which was set to 5000 this part of the code was never called unless powertoys was closed * therefore since all the icons were being cached the size of the dictionary continued to increase work around -* instead of caching all images and increasing the size of the dictionary the following changes have been made -1 reduce the number of cached images to 502 if the number of images increase over the permissible factor (set to 2) of the cached images (ie 2 * 50) then the ones which are infrequently used would be removed from the dictionary and there be 50 images that are cachedthis ensures that the dictionary size is always less than 100      2047*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     the changes in this pr can be validated by following these steps -1 take snapshots of the memory usage by using the diagnostic tools of visual studio (debug -> windows -> diagnostic tools)2 take the first snapshot after all the dlls are loaded and the memory utilization is stabilized3 take the next memory snapshot after many queries (dont have to execute an application) the aim is to just load many icons4 compare the second snapshot by setting the first one as the baseline5 search for memory size diff in bytes for concurrent dictionary with value imagesource6 compare this value to that obtained without the changes in this pr to get the results as shown in the following images* before this change (after about twenty searches)- ( after this change (after about twenty searches) -![image]( outstanding tasks* even though this fixes the issue partially the memory consumed by pt run is still high it starts off with 160/170 mb and after first launch goes up to 230/250 mb following which it increases a little on each run* another area where the memory utilization can be improved is the `dictionary<int64 weakreference>` the following snapshots are after searching for a few apps using pt run -![image]( seems like this is related to the `resourcedictionary` of the ui components the number of elements in this dictionary and the components that they are referring to seem to increase on each run this needs further investigation  additional information* i tried to set a hard limit on the heap size using `runtimeconfigjson` and `systemgcheaphardlimit` i did not notice any drastic differences in the garbage collection when the limit was set to values ranging from 20 mb to 200 mb also this might differ from system to system so i did not go down this routereferences - https://docsmicrosoftcom/en-us/dotnet/core/run-time-config/garbage-collector    * the memory used by pt run was increasing on consecutive launches. one of the reasons for this to happen was that all the image icons were cached.  * even though the code had an upperlimit on the  maxcached  values which was set to 5000  this part of the code was never called unless powertoys was closed.  * therefore  since all the icons were being cached  the size of the dictionary continued to increase.  work around- * instead of caching all images and increasing the size of the dictionary  the following changes have been made - 1. reduce the number of cached images to 50. 2. if the number of images increase over the permissible factor (set to 2) of the cached images (ie. 2 * 50)  then the ones which are infrequently used would be removed from the dictionary and there be 50 images that are cached. this ensures that the dictionary size is always less than 100.     2047. . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #        the changes in this pr can be validated by following these steps - 1. take snapshots of the memory usage by using the diagnostic tools of visual studio (debug -> windows -> diagnostic tools). 2. take the first snapshot after all the dlls are loaded and the memory utilization is stabilized. 3. take the next memory snapshot after many queries (don t have to execute an application). the aim is to just load many icons. 4. compare the second snapshot by setting the first one as the baseline. 5. search for memory size diff in bytes for concurrent dictionary with value imagesource. 6. compare this value to that obtained without the changes in this pr  to get the results as shown in the following images.  * before this change (after about twenty searches)- (  * after this change (after about twenty searches) - ![image](    outstanding tasks * even though this fixes the issue partially  the memory consumed by pt run is still high. it starts off with 160/170 mb and after first launch goes up to 230/250 mb  following which it increases a little on each run. * another area where the memory utilization can be improved is the  dictionary<int64  weakreference> . the following snapshots are after searching for a few apps using pt run - ![image]( ![image](  it seems like this is related to the  resourcedictionary  of the ui components. the number of elements in this dictionary and the components that they are referring to seem to increase on each run. this needs further investigation.   additional information * i tried to set a hard limit on the heap size using  runtime.config.json  and  system.gc.heaphardlimit . i did not notice any drastic differences in the garbage collection when the limit was set to values ranging from 20 mb to 200 mb. also  this might differ from system to system so i did not go down this route.  references - https://docs.microsoft.com/en-us/dotnet/core/run-time-config/garbage-collector
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,fixes npe in export to external dbadd db type to export succesful messagereformatting#1055no changelog because i think it was new introduced by the redesign of the entry sorting (passing null) fixes npe in export to external db add db type to export succesful message reformatting #1055  no changelog because i think it was new introduced by the redesign of the entry sorting (passing null)
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,    this pr rewrites the settings handler in imageresizer to store the settings in json instead of the default xml config files created by the applicationsettings classthe format of the file has been made to match the json format used by other powertoys so that shifting to the powertoys c++ settings in the future will not be a breaking change      1124 *      (  *        \- removed the settingsdesignercs autogen file and settingssettings- moved all the settings from settingsdesignercs as properties in settingscs- implemented save and reload functions for json file read/writing- added thread safety for json file access- added tests for reload/save methods and propertychanged behavior- added newtonsoftjsondll to the msi/msix installer- fixed dll folder locations in packaginglayoutxml (earlier set to x64/release which contained the dlls from the test project changed to x64/release/modules which has the dlls for the correct project)    - added reload_createsfile_when_filenotfound save_creates_file save_json_is_readable_by_reload and reload_raises_propertychanged tests- tried without settingsjson file and with json file in correct format tried changing each of the settings in the settings menu- installed with msix and verified functionality    this pr rewrites the settings handler in imageresizer to store the settings in json instead of the default xml config files created by the applicationsettings class. the format of the file has been made to match the json format used by other powertoys so that shifting to the powertoys c++ settings in the future will not be a breaking change.     1124  . if not  go over [here](      \ - removed the settings.designer.cs autogen file and settings.settings - moved all the settings from settings.designer.cs as properties in settings.cs - implemented save and reload functions for json file read/writing - added thread safety for json file access - added tests for reload/save methods and propertychanged behavior - added newtonsoft.json.dll to the msi/msix installer - fixed dll folder locations in packaginglayout.xml. (earlier set to x64/release which contained the dlls from the test project. changed to x64/release/modules which has the dlls for the correct project).     - added reload_createsfile_when_filenotfound  save_creates_file  save_json_is_readable_by_reload and reload_raises_propertychanged tests - tried without settings.json file and with json file in correct format. tried changing each of the settings in the settings menu. - installed with msix and verified functionality.
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,   fixing generic file name issues     5751*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    fixing generic file name issues    5751 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3598 by covering the autocompletion in the search bar with the same preference option as in the entry editor -----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 3598 by covering the autocompletion in the search bar with the same preference option as in the entry editor.    ----  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,4388 the reason for the original code was to 3046  however i couldnt reproduce the issue mentioned there after i removed it the custom entry types dialog effectively prevents you from adding from the same field twice         ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 4388   the reason for the original code was to 3046   however i couldn t reproduce the issue mentioned there after i removed it. the custom entry types dialog effectively prevents you from adding from the same field twice.            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,according to the following conventions:- all objects which can be read from a string have `public static type parse(stringy input)` method- all objects which can be written to a string have a `public stringy getasstring()` methodshould 888## -  change in changelogmd described-  -   () according to the following conventions: - all objects which can be read from a string have  public static type parse(stringy input)  method. - all objects which can be written to a string have a  public stringy getasstring()  method.  should 888. ##  -   -   -   ()
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   had to bind to `visibility` since binding `showadvancedsettings` didnt produce any effect     7030   pressed tab multiple times    had to bind to  visibility   since binding  showadvancedsettings  didn t produce any effect.    7030     pressed tab multiple times
1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,   trouble summary  sharingproviderprioritylistcleanuptask is never run when productoffering is deleted  instead it throws an exception in the logs.  . detailed trouble description during delete of a productoffering  a sharingproviderprioritylistcleanuptask is scheduled for execution in the rmca server. however  since its written to work with sharingproviderspecification and not productoffering  an exception is thrown and logged: java.lang.classcastexception: com.ericsson.bss.rmca.entityserviceviews.cdac.productoffering cannot be cast to com.ericsson.bss.rmca.entityserviceviews.cdac.sharingproviderspecification at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.sharingproviderprioritylistcleanuptask.execute(sharingproviderprioritylistcleanuptask.java:24) at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.deletetransactionimpl.executeadditionaltask(deletetransactionimpl.java:142) at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.abstracttransactionimpl.runposttasks(abstracttransactionimpl.java:235) at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.abstracttransactionimpl.runposttasks(abstracttransactionimpl.java:226) at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.deletetransactionimpl.internalcommit(deletetransactionimpl.java:92) at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.abstracttransactionimpl.commit(abstracttransactionimpl.java:170) at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.deleteentity(versionedentityrestimplbase.java:903) at com.ericsson.bss.rmca.restserviceimpl.internal.pages.restpageimplbase.delete(restpageimplbase.java:674) at sun.reflect.nativemethodaccessorimpl.invoke0(native method) . workaround and recovery either move the task to the deletion of the proper type  or modify the task to work with product offerings. this has been broken for a year according to git  so it probably needs backporting.
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,   trouble summary possible request smuggling in  due missing validation of content-length in netty. . detailed trouble description cve-2021-21409  step to netty 4.1.61.final . workaround and recovery
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,   if the user selects an item from the result windows in window walker using the mouse the next invocation does not have the text box selected by default this change sets the focus on the text box every time the window gets focuswhile this fixes a specific issue it will also hopefully fix the general bug reported in #1800      *      (  * ~~   ~~*    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #1800   tried out the scenario of mouse clicking and checking for focus and it works fine    if the user selects an item from the result windows in window walker using the mouse  the next invocation does not have the text box selected by default. this change sets the focus on the text box every time the window gets focus.  while this fixes a specific issue  it will also hopefully fix the general bug reported in #1800.    . if not  go over [here](  * ~~ ~~  . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #1800     tried out the scenario of mouse clicking and checking for focus and it works fine.
1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,add the information of the latest jabref version and its release date in about panel screenshots of the new layout:![aboutjabref]( pr 4733          ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-   (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) add the information of the latest jabref version and its release date in about panel. screenshots of the new layout:  ![aboutjabref](   this pr 4733  .          ( (         ----  -   -   -  -   () -   ( -   ( []()?)
1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,we have some very strange logic in jabref which allows to handle years using only the two last numbers so we can detect that 68 means 1968 this causes a lot of issues i do not think that jabref should still support such strange logic and just use the value which is in the year field hence i removed it this also solves the issue of having that yearutil in the model package which duplicated a method in the stringutil class refs #1163 we have some very strange logic in jabref which allows to handle years using only the two last numbers  so we can detect that 68 means 1968. this causes a lot of issues. i do not think that jabref should still support such strange logic  and just use the value which is in the year field.   hence  i removed it.   this also solves the issue of having that yearutil in the model package which duplicated a method in the stringutil class.   refs #1163
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,move call tracer to common/utils/loggeradd logging to both powerrename dll and powerrenameuihostadd powerrename to bugreporttool event viewer collection      logging general powerrename logic not logging any file names to avoid collecting sensitive user data  :    :     -     ** #14181-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (   move call tracer to common/utils/logger add logging to both powerrename dll and powerrenameuihost add powerrename to bugreporttool event viewer collection      logging general powerrename logic. not logging any file names to avoid collecting sensitive user data.  :   :      -  ** #14181 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,4997 add exception dialog on import failcheck if we have keywords field present in json        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 4997   add exception dialog on import fail  check if we have keywords field present in json           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,    check `showspacing` flag in `splitterthickness`          2007*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #         ![splitter](https://user-images entcom/8949536/78896155-b59f4680-7a78-11ea-9b1c-6bfbeb5c6775png)    check  showspacing  flag in  splitterthickness .          2007 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #         ![splitter](https://user-images.ent.com/8949536/78896155-b59f4680-7a78-11ea-9b1c-6bfbeb5c6775.png)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,    this pr adds the feature to remove hidden files from indexer search results   1   please review the items on the pr checklist before submitting-->     3449 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     1 the information for file attributes such as `hidden` `compressed` etc are present in `systemfileattributes` column of indexer database in this pr we utilize this information to remove hidden files from indexer search results2 `windowssearchapi` has been refactored to facilitate mocking results from the database     1 manually validated that hidden files are not shown in indexer results 2 manually validated that all tests are passing    this pr adds the feature to remove hidden files from indexer search results.     1.  2.      3449  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #     1. the information for file attributes such as  hidden    compressed  etc. are present in  system.fileattributes  column of indexer database. in this pr  we utilize this information to remove hidden files from indexer search results. 2.  windowssearchapi  has been refactored to facilitate mocking results from the database.      1. manually validated that hidden files are not shown in indexer results.  2. manually validated that all tests are passing.
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,added a configurable layout formatter for dates 1249-  change in changelogmd described-   added a configurable layout formatter for dates. 1249. -   -  
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,   allow negative spacing between zones which will essentially result with overlapping windows maximum supported value is -10 although this can be changed     7160*      (  *      info on pull requestintroduce negative spacing functionality both to core fancyzones (lib) and to fancyzones editor   set negative spacing for some grid layout in editor and perform few of the main fancyzones features (shift + drag win + arrow etc)    allow negative spacing between zones  which will essentially result with overlapping windows. maximum supported value is -10  although this can be changed.    7160 . if not  go over [here](     info on pull request  introduce negative spacing functionality both to core fancyzones (lib) and to fancyzones editor.     set negative spacing for some grid layout in editor  and perform few of the main fancyzones features (shift + drag  win + arrow etc.).
1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary the bill and document specifications are going into a draft state. . detailed trouble description after importing the entities in a published state  after some time  the entities are moved into a draft one. this issues been observed in several deliveries now  since d2130 and now more recently in d2142 and d2145. . workaround and recovery
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,    - implement `inotifypropertychanged` for some of the bindings of the context menu items so that there are no strong references  leading to results not being collected by the gc - [more info on gc roots]( other than the issue solved is this relevant to any other issues/existing prs? -->  -   please review the items on the pr checklist before submitting-->     2047*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      garbage collection in net  -- the way garbage collection works in net projects is that there is a pool of memory allocated for net projects and the managed objects are automatically cleared by the gc except for the `gcroots`- `static` variables are gcroots and will not be collected by the gc bindings and memory leak  -- if wpf bindings do not implement the `inotifypropertychanged` interface then it uses the `valuechanged` event instead of `propertychanged` and this causes a strong reference to the viewmodel from a static variable leading to a memory leak - [memory leak in c#]( in pt run  -* the three viewmodel classes (resultviewmodel resultsviewmodel and contextmenuitemviewmodel) all implemented the `basemodel` interface which in turn implemented the `inotifypropertychanged` interface- for basic datatypes like int string etc having the viewmodel implement the propertychanged interface is sufficient however for classes lists (exclusing collectionlist) the propertychanged interface is not implemented by default so we have to manually implement it failing to do so would result in a memory leak- in our case there were two bindings one to a `list<contextmenuitemviewmodel>` and `icommand` object bindings which did not implement the propertychanged interface therefore there was a strong reference to each result object as the view model was strongly referenced by these objects even after they were no longer in scope- in this pr the propertychanged functionality is implemented in the setter of the above two objects    - manually verified that the memory is always between 200-300 mb even if it increases above that it is eventually collected by the gc and averages to around 240/250 mb without context menu items the mem consumption is around 190 mb which makes the increase reasonable as memory is needed to implement the added functionality of context menu items- the way this was validated is by entering the letter `a` as the query text and pressing the down arrow key till we loop through all the results on doing the same thing without this change the memory consumption increases to over 350 mb- to clarify the memory consumption by pt run still increases when we scroll through the results however it does get freed by the gc eventually which was previously not happening due to the binding- added test to validate that the `onpropertychanged` function is called when icommand is set    - implement  inotifypropertychanged  for some of the bindings of the context menu items so that there are no strong references  leading to results not being collected by the gc.  - [more info on gc roots](     -  -      2047 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #     garbage collection in .net - - the way garbage collection works in .net projects is that there is a pool of memory allocated for .net projects and the managed objects are automatically cleared by the gc except for the  gcroots . -  static  variables are gcroots and will not be collected by the gc.  bindings and memory leak - - if wpf bindings do not implement the  inotifypropertychanged  interface  then it uses the  valuechanged  event  instead of  propertychanged  and this causes a strong reference to the viewmodel from a static variable  leading to a memory leak.  - [memory leak in c#](  bindings in pt run - * the three viewmodel classes (resultviewmodel  resultsviewmodel and contextmenuitemviewmodel) all implemented the  basemodel  interface  which in turn implemented the  inotifypropertychanged  interface. - for basic datatypes like int  string etc  having the viewmodel implement the propertychanged interface is sufficient. however  for classes  lists (exclusing collectionlist)  the propertychanged interface is not implemented by default so we have to manually implement it. failing to do so  would result in a memory leak. - in our case  there were two bindings  one to a  list<contextmenuitemviewmodel>  and  icommand  object bindings which did not implement the propertychanged interface. therefore  there was a strong reference to each result object as the view model was strongly referenced by these objects even after they were no longer in scope. - in this pr  the propertychanged functionality is implemented in the setter of the above two objects.     - manually verified that the memory is always between 200-300 mb. even if it increases above that it is eventually collected by the gc and averages to around 240/250 mb. without context menu items  the mem consumption is around 190 mb  which makes the increase reasonable as memory is needed to implement the added functionality of context menu items. - the way this was validated is by entering the letter  a  as the query text and pressing the down arrow key  till we loop through all the results. on doing the same thing without this change  the memory consumption increases to over 350 mb. - to clarify  the memory consumption by pt run still increases when we scroll through the results  however  it does get freed by the gc eventually  which was previously not happening due to the binding.  - added test to validate that the  onpropertychanged  function is called when icommand is set.
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,      * disabled layout hotkeys assignment for templates* reverted saving uuid in the `zones-settingsjson` for template layouts  :    :     -     ** #10296-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (        * disabled layout hotkeys assignment for templates. * reverted saving uuid in the  zones-settings.json  for template layouts.  :   :      -  ** #10296 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,   -->3648 the problem was that `resultinglabel  formatterget()format(label)` always used the original input and not the result of the previous modifier-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)    -->  3648.   the problem was that  resultinglabel = formatter.get().format(label)   always used the original input and not the result of the previous modifier.  ----  -   -   -   () -  -   ( []()?)
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,   _ ?_when applying focus layout what was shown in editor and what was actually applied was different this pr fixes this behavior     5407*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : # _ ?_apply focus layoutopen editor and confirm that layout preview matches with applied layout (hold shift and drag to show applied layout)    _?_ when applying focus layout  what was shown in editor and what was actually applied was different. this pr fixes this behavior.    5407 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #  _?_ apply focus layout open editor and confirm that layout preview matches with applied layout (hold shift and drag to show applied layout)
1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,4846 by using bindings instead of listeners        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 4846 by using bindings instead of listeners.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   use high-contrast code added in controlzex > 431     4709 *      (  *      info on pull requestcontrolzex took the hc detection logic added in #4007 and added it as part of their theme manager this pr removes our hc logic and shifts to the one in controlzexnote : `systemwindowsresourcedictionary warning: 9 : resource not found` warning is being thrown on changing theme this is happening because `themesyncmodesyncall` tries to find a theme with accent color and if not found generates a runtime theme this results in following change sequence : old theme -> runtime theme -> new theme this warning is not harmful as correct theme is applied at the end of theme change call and powertoys run is hidden during this process    manually validated that colors are appropriately changed with change with light/dark and high contrast themes   use high-contrast code added in controlzex >= 4.3.1    4709  . if not  go over [here](     info on pull request controlzex took the hc detection logic added in #4007 and added it as part of their theme manager. this pr removes our hc logic and shifts to the one in controlzex.  note :  system.windows.resourcedictionary warning: 9 : resource not found  warning is being thrown on changing theme. this is happening because  themesyncmode.syncall  tries to find a theme with accent color and if not found  generates a runtime theme. this results in following change sequence : old theme -> runtime theme -> new theme. this warning is not harmful as correct theme is applied at the end of theme change call and powertoys run is hidden during this process.     manually validated that colors are appropriately changed with change with light/dark and high contrast themes.
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,   getting  unittests-markdownpreviewhandler compliant for stylecop     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    getting  unittests-markdownpreviewhandler compliant for stylecop    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary lifecycle business strategy should not allow actions to send notifications.  . detailed trouble description sld ft6-84 introduced the new ps business strategy for product licfecycle rule.  it was not required that this new rule should have actions to send external or end user notifications.  these action must be removed.  . workaround and recovery
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,   one member of canvaslayoutmodel was not initialized when a new layout is created leading to some bugs like #9330 this pr should fix that  :  a new canvaslayoutmodel constructor which is called when a new layout is created it sets the reference width/height for the layout  :  create new layouts use old layouts try switching between monitors especially if they have different resolutions or dpis this pr also fixes an issue when the option to span zones across monitors is used   -       #9330-     **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (      one member of canvaslayoutmodel was not initialized when a new layout is created  leading to some bugs like #9330. this pr should fix that.  :   a new canvaslayoutmodel constructor which is called when a new layout is created. it sets the reference width/height for the layout.  :   create new layouts  use old layouts  try switching between monitors  especially if they have different resolutions or dpis. this pr also fixes an issue when the option to span zones across monitors is used.     -   #9330 -  ** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
