Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,fix for issue bibtexkey generator does not use crossref information see the bibtex key generator now uses crossreferenced entries if required fields are empty change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues m that is really an impressive amount of tests good jobthere are two merge conflicts could you resolve those once thats done this pr is ready to go into master and once again thanks
1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,another try to fix the npe in the search bar fiexes i think i managed to locate the problem of the npe and the missing search bar apparently in some conditions the syntax to access the parent in a path does not work for resources thus the css file is not found resulting in a npe change in changelogmd described bug introduced in dev manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate search bar appears here i think j hannes should run the build at his system currently one has to checkout the code and execute gradlew run as we currently have issues with our code signing certificate koppor i just rebuilt the package from git and the search bar is still not there j hannes did you checked out the branch fix or still used the master since this pr is not yet merged the fix is not included in the master branch if you used the correct branch to build is the same error message still there anyway i merge this now since the code still works under normal conditions and might help in others so a new checkout of the master branch should work now tobiasdiez now its back the package will certainly only use the master branch i though it was already merged there j hannes thanks for the feedback and your help debugging this issue much appreciated
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,initialize previe before mainpanel to prevent npes on delete no changelod needed as this is a change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate thanks for the fix ill merge directly since this is only a minor change
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,lookup filetypes in enum set to prevent npe due to uninitialized expo… …rterfactory this is my initial idea maybe we can optimize this change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate i refactored the list where possible this can be further improved if this rather simple dialog is ported to javafx for example getting rid of the glazedcel eventlistl dependency
1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,file link deletion dialog improvements this pull request fixes the following issues when a file link in a bibliography entry is deleted by the user a dialog is displayed previously the default first dialog option deleted the linked file from disk the default behaviour has been changed to just removing the file link from the entry this is a fix to issue when clicking the cancel button in the file link deletion dialog the file was being deleted from the list this behaviour has been fixed by changing the return value of the delete method when the cancel button is chosen example screenshot _ x _scrot checklist change in changelogmd described manually tested changed features in running jabref helpjabreforg am unsure whether the remaining checklist items are applicable to this pull requesti would be willing to provide tests for the delete method however the dialogservice member cannot be stubbed in mocked as it is as it is marked final and therefore i cant control the returned chosen option from inside the unit testi would appreciate any pointers and suggestions thanks for your contribution i have tested the changes locally and it works as expecteda little step for you a great step for ~~humanity~~ jabref users just add the suggestions by tobiasdiez and we can merge it in ps if you include the word xxxx then the corresponding issue will be closed automatically when the pr is merged thank you for your pointers i have locally added buttondatayes and now i will attempt to prepare a test suite for the remove method at least and push everything out when its ready smile okay i pushed out the changes adding the button data restored the original button order at least on linux but the remove button is now clearly the default and as far as i can tell from javafx docs this is the desired behaviourthe test code im not too proud of theres some weird hacking going on there to get the tests running and i had to balance between not making them brittle and not worsening the implementations readability just for tests sake if you have ideas for improvements id be happy to go back and fix the ugliness well if im this close might as well try and make this pr as good as possibleive added the suggested changes however i did leave some of the parentheses as they were near those long mock setup calls to be precise because i couldnt make them look decent otherwise nice thanks again for your contributions we are looking forward to see more prs from you 😄
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix some fx thread issue while investigating i noticed a thread error when changing the entry otherwise i think this could also solve some other issues here change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues is this fix also needed for the new maintable i would prefer if you push such fixes directly onto this new branch tobiasdiez there the fix is already present the whole method is wrapped in the fx thread in that branch
1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,try to change color of magnifier icon i am trying to change the color of the magnifier icon as requested here however the icon refuses a color change it even opts out of the color scheme of jabref since it is black instead of purple despite the fact that the icon is configured as purple in the code tobiasdiez how can i change the color of this icon any change will do really for reasons unknown to me the icon straight out refuses the change change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues screenshot is a space between the other icons until the cool solution from is implemented i am in favor of using this approach reason this makes the jabref feature explicit papers search well if koppor really wants this im fine with it although i bet that more users get confused by a cyan highlighted icon than they are getting enlighted by it
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,add cleanup operation for replacing ligatures i have used the mapping listed here note that german users might be surprised by how this replaces the letter ß change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues ok ive taken out the conversion of ß and documented this in the code if there are no other characters that we want to exclude then this pr should be good to go
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,update architecture tests to catch static imports fixes a part of updates the architecture tests to junit and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,correct fetcher messages siedlerchr we do
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fixed url column this url column now shows url or doi correctly and opens on click change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues hi florian beetz since you have been involved in the maintable migrations do you want to join tomorrows devcall at am drop me a note by mail linus lynyusde cheers linus okay merging this in order to move on i have created another issue to track the tooltips florian beetz wants to continue with that as the next pr
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fix ieee fetcher by enabling cookie support apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,add text file export for find unlinked files this is to add the feature which allows exporting of the list of files found in find unlinked files to a text filecloses issue im not sure if it is exactly what you are looking for but i thought i would give it a shot hopefully you will be kind though i welcome constructive feedback of course im not sure it really even needs the progress bar for the exporting because it is so fast but i left it in for now since the importing has one one change i didnt make is changing the list of files to path type from file type i left a note about that above let me know what you think jssander please pull before you continue to work on it i merged master to fix conflicts due to our release today how do i pull correctly in idea when i go to pull i think im pulling from my forked master i made some changes but there is a conflict now in the changelog im not sure how to resolve it jssander just keep both lines i did it for you using the github web ui just pull and you are fine at your side too great thank you so much
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix look and feel related issues enabled the change of the l&f for macremove gtk l&f fix migration of old jgoodies l&f fixes because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues i merge this now and i will create a pr to remove that l&f stuff completely in maintable beta
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,cpu leak see fix java to later version pretty restrictive for the user unfortunately jabref developers i worked a little bit with jabref and the new jdk and i feel like also the problems with duplicated entries in the search box and freezes are less frequent nowmaybe the constant load provokes these issues even moretherefore i vote to release a new jr version where we force the users to upgrade to the newest java jre jdkalso refs let me finish today and we can go for a release as this really improves the situation at least for me i think we should definitly include this in our release stefan kolb which tool did you use for the cpu monitoringi tried java version _ and it doesnt seem to cause high cpu loadfocused entry editor entry editor grafik i used the visualvm it is actually not caused by the entry editor but by switching between programslet me check v _
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix for issue koppor auto cleanup url because github does not support autolinking there this issue is auto cleanup url links on paste action and add cleanup url menu item to the url fieldmost codes are modified from a previous contributor in the menu item list changed as follows with defalut editor menu change case convert etc i am not sure whether its necessary to add defalut editor menu if not the menu item list would be have run gradlew check but failed but even if i switch to the master branch which is the same as jabref master the build still failed with the same error message like it seems that i did not modify related classes i dont know what went wrong it confuses me a loti am looking forward to your feedback change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thanks for your contribution the gradlew check often fails locally due to some platform specific encoding issues in the terminal you dont reed to run it as it just takes time to run all the test we use travis ci continous integration for testing as long as the travis ci test does not show any errors its good in case travis fails just click on it and you can see where it exactly failed
1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,arxiv fetcher support url in this pr i wanted to fix the issue from i simply used existing code in the same file which just takes the identifier at the end of the url and perform a searchfor example _ to _ _the error dialog does not appear anymore and a new entry is made change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues yeah looks good to me i exactly had the same issue yesterday that i could not paste the whole url
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,display deprecated fields in misc entry also in optional fields tab the reason for the original code was to however i couldnt reproduce the issue mentioned there after i removed it the custom entry types dialog effectively prevents you from adding from the same field twice because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,show dialog before creating entry now when you click new entry in a right toolbar it open an extra dialog where user can select a entry type change tooltip to new article
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,searchable filterable preferences up so far i just created the textbox for searching and fixed a deprecation warningi added paulkra as collaborator on my forklast step so far i was asking myself how i can access the text of the different preferences categories and i was wondering if i need a new interface something like preftabcontents or preftabcontainer for it or extend existing prefstab interface change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues first of all thanks for your contribtion 👍 if you look at the code fo the old preferencesfilterdialog you see that the data comes from the jabrefpreferencesfilter class in orgjabrefpreferences if you have further questions you can also ask in out gitter chat adjusted my comment the easiest solution is probably to transverse the complete control node tree and take the text of all label controls wtfjoke paulkra what is the current status here the code looks already promising it would be really nice if you could finish this siedlerchr its still on my todo list havent found the time to investigate further and were stuck on how i display the filtered preferences i think paulkra doesnt work on it he still didnt accept my invitation link to my forked repo okay thanks for the udpate take your time if you have any questions just ask here or in gitter and we try to help maybe the jfxhighlighter from works to highlight the matches tobiasdiez thanks for the hint however i tested it locally but i didnt liked it that much for example it did mark the buttons for importing exporting show reset preferences also if i dont find alternatives i think about using it anways i tried the _jfoenix_ library but it didnt quite work as expected for eg labels remained highlighted even after changing the query text what i propose is to highlight the matched labels by styling their background with a different color we keep track of the highlighted labels and on every input change reset the highlighted labels and update it with new ones this could be optimized note the entire label is highlighted not a part of it captaindavinci sounds like a good plan the javafx pseudo class seems to work nicely for this thanks for sharing the article tobiasdiez i added the search highlight feature in the latest commithowever i have made use of labeled objects hash code when inserting into the map this would result in a list of all labels instead of grouping them by their text could be replaced by a list instead to avoid this another approach would be to map the texts to a set of labels as well but considering that the number of labels wont be too large i dont think there will be any significant gain in performance the current approach looks good to me im however wondering why you have the map as the relation label or text tab for me the converse relation tab label feels more natural in the end it probably doesnt really mattersplease also use a mutlimap instead of map come to think of it the converse relation does seem more natural and has a simpler implementation ill make the required changes and push the codeedit i am thinking about how to perform better matching of labels for eg one of the tabs has a label named _sending of emails_ a query such as _sending emails_ would not match any labels but in practice i think it should one possible solution is to split the query string delimited by space and check if any token is present in the label name right now two filtering actions are performed by tabs and by labels i think both actions should be merged into one when no match is found the preference window shows contents of previous tab in this case i think the content of preference window should be replaced by the contents of the first tab which matches the query if none match then it should be blank captaindavinci is this ready for review or do you need to further work on it the first remark you had concerning sending emails is a nice suggestion for further improvement but not necessary for merging i would say tobiasdiez yes this is ready for review thank you for the suggestions tobiasdiez and siedlerchr i have refactored the code for the most part to account for the changes and will push the code once i have implemented all changes screenshot showing the preferences window when searching captaindavinci look at my patch import via git am { searchhandlersearchtextproperty required so that changed are reflected} hm this is odd it worked fine for me with this line searchhandlersearchtextproperty bindbidirectional searchboxtextproperty whenever i changed the text in the gui field eg key to asdfasd the view was updated and the new findings were highlighted maybe i understand you wrong but i think this is enough under the hood the bidirectional is nothing else than a wrapper around the changelistener stuff also note that its necessary to have a reference to searchtext property accessed under the changelistener for searchbox could this be related to some sort of premature garbage collectionedit for me changing the text in the gui field did not update the view or highlight the labels bindings are created using weaklistener so they might get garbage collected but i still dont understand why it works for me with the patch i would propose you test again with my patch or at least commit the changes and let others test as well unfortunately i am the next days busy at work and probably cant help much okay i have pushed changes in the mean time i will try testing it again ps since the preferencessearchhandler does not use the searchtext property but only the query text can we instead bind the searchbox to the filtertabs ie not have to deal with binding the text property and string property thanks to both wtfjoke and captaindavinci for joining forces
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix button sizes in issue the sizes of buttons update to current column widths and update to current column order screen shot at pm is still more to fix in this issue the field name is not editablethe value in field name is not identical with table header because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,changed the way the groupdialog description is displayed fixes changed groupdialog description node to textflow groupdialog is no longer resizable changed the layout of the groupdialog window to be more horizontal ok button is only enabled after some input jabrefgroupdialog change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues the code looks good to me and we can merge it as it is now nonetheless christoph is right and it would be better to replace the html completely by styled javafx text modules with corresponding css style classes defined in the basecss since this is a bit of work as you need to fumble around with the localization and its not utterly important i let you decide if you want to work on this or invest your time in something else eg fixing another issue i definetly agree that this should be done the right way at some point but im not really confident to touch the localization im going to move to another issue so this pr can be merged 😄 ah i think i just noticed a bug please wait with merging could you please also take a look at ok so i tried to automatically create a database when the user tried to create a new group without a open database but i couldnt get it to run the code to add the group to the open database always ran before the new database was createdin the end i gave up and i just created a warning when the user tries to create a group without a database i hope i made no mistakes while adding the localization could you please also take a look at this error never occurred when i tried it the report is a little thin and i couldnt recreate itif everything looks good to you you can merge this pr thanks for the quick follow up and sorry for being somewhat pedantic
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,adds a browse button next to the path text field for aux based groups because github does not support autolinking there fixes a browse button for aux based groups change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues i am relatively new to contributing to foss could one help me understand why the check failed and how i can resolve it samiyac i am relatively new to contributing to foss could one help me understand why the check failed and how i can resolve itthe failing check codecov refers to the code coverage eg how much of the code functionality is covered with tests you can ignore it in most cases we only tend to write tests for the most important parts eg the classes in logic model and not for gui dialogsonly if the travis ci fails you should check the details and see where and what error occurred as this executes the checkstyle and the integration tests
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,move library specific key pattern dialog call to library menu follow up of and menu entry bibtex key patterns is calling a library specific dialog to set key patterns the global key patterns are managed using options preferencesthus moving it to library menu grabbed_ minor addition setting title of dialog which was empty before ~~change in changelogmd described~~ ~~~~ manually tested changed features in running jabref ~~ helpjabreforg https githubcom jabref helpjabreforg issues ~~
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix removing entries when source code field is out of focus the issue was storesource method is called when entry is out of focus however if another entry is selected then currententry is updated to that and storesource is called with the previous codearea but updating it in the second entry thus causing a duplicationfix was to pass the entry as another argument to storesource because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,nightly indicate the build date and git revision add the information of the latest jabref version and its release date in about panel screenshots of the new layout aboutjabref pr because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thanks for your pr it appears that we both misunderstood the request in i also thought that the corresponding build date should be added to the about dialog however this information is already displayed in the lower part there is no reason to show the build date also at the top sorry to say but this makes your pr sadly obsolete
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,put renaming of file entries in javafx thread for cleanup closes because field changes must be done in the javafx thread i put the field change in a callable to be executed by the javafx threadthis issue might arise for other cleanup tasks as well change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thanks for your pullrequest tobiasdiez im sorry i was a bit careless with this pull request and used a class from the gui inside the logic package and now the build fails shall i open another pull request to revert this or can you fix this on the master branch
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,fix saving of strings fix removing of strings the only problem i now have i cant reliable detect prevent dupliacte stringseg a user can have a string with label a and content b and a user can enter a new string a with content cthe first string would now be overwritten tobiasdiez do you have an idea if we can directly prevent the entering of duplicatesthe addall method simply adds all strings and updates the content if found previously it would always report a duplicate label exceptionmaybe one could check the id value if its present or equals because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thanks now its functional
1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,fixed closing of the shared database login dialog if the user enters wrong authentication details fix for the issue dialog close after pressing ok button fixed closing of the shared database login dialog if the user enters wrong authentication details change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix for issue about the toolbar i dont think the search bar size should be link to side pane size with a bind its not really responsive littlebefore without the bind bigafter change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues i like the idea thats one thing always bothered me please add at least a bit of space between the search bar and the icons maybe try to center the search bar in the toolbar and see how it looks core master how is the status of this pr it would be really helpful if you could fix the little issues mentioned here so we can merge this pr
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,include preview in entry editor because github does not support autolinking there first shot at current look mlep grimes should i continue along this path or do we need a different solutionrelated and change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues jabref developers i would like to have your opinions about this solution before doing the major code changes necessary for a complete integration tobiasdiez im a bit indifferent first personally i do not really use the preview function at all im using standard natbib or whatever styles in latex and therefore know how the entries will be looking like or im not really interested in the exact way they are looking therefore im not sure whether i like it that much screenspace is wasted in the entry editor for the required fields tabs however i think for persons who are interested in the preview this might be even better than the older style so for me it is okay to have in the entry editor but it should still be possible to disable hide the preview in case you are not interested in the information shown there tobiasdiez to me this would be a great implementation i regularly need to send references to people via email or in word files and have the preview allows to do a quick copy paste of the reference as they appear formatted clean i personally dont think its a waste of screen space with the high aspect ratio of todays laptop screens and pcs monitors thats not a problem however i do agree with matthiasgeiger that the option to enable disable the preview would still be possible nicolarge side note this can already be accomplished without even showing the preview by marking all entries you want to share in the main table then right click copy copy preview or alternatively using ctrl shift c smile superseded by i know this is a big thing to ask but can you please revert this change and or make it just optional i have just had a look at jabref alpha snapshot master c bdc to test just to realise that the entry preview is no longer automatically shown at alli am heavily reliant on using the entry preview i often tend to quickly go through different entries and the entry preview gives me a quick overview of the entry now i always have to open the entry editor just to see the preview my feeling is that this change was introduced by people who actually do not even use the entry preview at all see also comment here this new behaviour is completely different from the old jabref behaviour and from similar reference managers eg mendeley so unless you can suggest a change in the way i should use jabref now maybe i just dont understand how the entry preview is now supposed to be used while keeping my user scenario i e quickly cycle through entries and always get a quick summary of the respective entry i would ask to drop this change or make it optional hi aegit i understand your concern and we should definitely not leave it as it is if we would keep the entry editor open all the time unless the user explicitly closes it would that solve your problem hmmm that might be a solution although it also means that it will use up more of the available screen space to be honest i am not a big fan of that i think the old behaviour was just fine as it was implemented indeed other reference managers did it also old way jabref was doing it is there any reason why this change was introduced at all i personally dont see the user case but maybe that is just me well we had our reasons you can start editing entries quicker because the entry editor is already open this should be fixed as mentioned above you immediately see the effect of editing something in the entry preview while you are typing this is especially important for novice users screen resolutions have become bigger since when the entry editor and the entry preview were first introduced thus we have the space to display both side by side hmm ok regarding the points so far the issue with the entry editor does not seem to be fully resolved furthermore note the problems with the focus searching terms and then suddenly making changes in the entry editor makes this change currently dangerous but i see what is intended here ok that makes sense but then it would probably be necessary to have a single entry tab not split among different tabs at least that is how mendeley is doing this personally i liked it the way jabref had implemented things before i am not so sure whether people are happy with the current solution i e entry preview open editor but with multiple entry tabs not so sure about the space currently using a x screen with jabref using up half of the screen there it is definitely too small at work i have a k screen where jabref is using up a quarter of the screen jabref in full screen on a x screen i dont think jabref is supposed to be used in full screen mode i dont think many people have larger screens especially when you include laptop users i would very much like a simple and one click way to disable showing the citation preview i spent quite some time looking for it when i got the update since i could not believe that this change was introduced without an option to switch off the preview that takes away space and cpu cycles for keeping it updated as this is a merged pr i moved the conversation feedback to a new issue to keep the overview
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix the attach file dialog for starting on the users main directory now the attach file dialog in the right click menu for an entry starts on the working directory instead of the users main directory it is the same behavior as when adding a file from the entry editorit solves change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,set up general fields character check not correct & alphabetical ordering as asked the character was included on the error message also we included other characters that were not being mentioned on the message we tried to remove the character from key_illegal_characters and key_unwanted_characters on bibtexkeygeneratorjava but we did not know if it would be a good idea because it violates some testsabout the order of the tabs we removed the alphabetical ordering so now it is following the order defined when the tabs are created on the set up general fields option hyphen pr because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues lgtm thank you very much for your contribution would you please add a note on the allowed chars in the help at the bottom click edit this page
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add copy linked files action to contextmneu in general tab because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues added a variant for a single entry and did some refactoring
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,fixes ris data field because github does not support autolinking there this pull resquest fixes issue importing ris files jabref checks for date fields y pyda and y and uses the first one it finds the problem is that y refers to access date da in most cases is a generic date and py is the publication year reliable field couldnt find references to y primary date however as already cited in and by doing some exports we found y to be pys synonym furthermore when py received a higher priority than y some tests cases didnt pass as there were a missing month field in bib we established a priority system indicated by the datetags lowest index higher priority added test cases for this and changed one of the old ones adding the month field nicely displayed in change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thanks for the feedback siedlerchrthose are great suggestions using a list is much better and since indexof returns if it doesnt find the element we can use it to find out if the element is in datetags and to get its index like this java } else if tagpriority datetagsindexof tag && valuelength { if tagpriority premature optimization is the root of all evil ~ donald knuththe complexity really is only for large nbut i think you can omit one time searching the list see my comment at the code thank you for your work
1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix substring exception in find unlinked files refactor to own method and add testthe exception came when the parsed editor string did not end with a colon and two spaces because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix exception when adding new entry because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix double paste on different os fixes fixes upon pasting macos calls the system paste as well as jabrefframeeditactionexecute this caused a duplicate call of the paste working in linux as well
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix double paste on different os fixes fixes upon pasting macos calls the system paste as well as jabrefframeeditactionexecute this caused a duplicate call of the paste working in linux as well
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,issue issue add software and dataset entrytype as an option in the biblatex and bibtex add fields eventitle eventdate and venue to unpublished entry type i used the misc set of fields to supplement software and dataset couldnt find documentation about specific fields that should be included in software and dataset entry type entrytype change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues looks good so far please add a changelog entryregarding the fields you can look up in the biblatex documentation the next time please do not enter the issue number in the title of the pr because github cant link it then if you write closes xxxx or xxx then the issue will be automatically closed when the pr is merged which biblatex styles support dataset biblatex bath does https ctanorg pkg biblatex bath
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix default group color now groups have a dark gray instead of white as their default color because github does not support autolinking there change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues
1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,add x primary selection clipboard support _related to issue jabref and the x window clipboard selections _i have been testing different alternatives and i think that this is the best choice for using xclipboard a new dependency is needed and it does not give any added value all contents that jabref sends to the system clipboard will be available in the x primary clipboard too ie copyversiontoclipboard in the about dialog so it is possible to paste it in a text editor doing click in the middle third mouse button copy_version it is necessary to call the install method in every text field where you want to use it for the moment it is activated in the globalsearchbar therefore you can try it write something select a piece of text and do click in the middle button global_search now clipboardmanager uses the singleton pattern it is instantiated once in globalsjava any feedback will be more than welcome d change in changelogmd described manually tested changed features in running jabref helpjabreforg https githubcom jabref helpjabreforg issues thank you on working on this no linux at hand currentlythe primary and secondary buffers are completely separate buffers so the test case is open jabref add a new entry have the entry editor opened showing the author and title field select milton {abramowitz} and irene a {stegun} here in this issue and press ctrl c to copy that text to the primary buffer select handbook of mathematical functions with formulas graphs and mathematical tables with the mouse to not press any keyboard shortcut switch to jabref maybe using alt tab go to the title field press the middle mouse key check expectation handbook of mathematical functions with formulas graphs and mathematical tables is pasted go to the author field press ctrl v expectation milton {abramowitz} and irene a {stegun} appears davidemdot could you check if it works like that gregoa this is the expected behavior if i remember the linux desktop correctly i checked which seems a good short resource on that i see at that firefox pastes the secondary clipboard at ctrl v if text was selected in firefoxshort summary for x clipboards longer text good introd pargraphs i learned there is clipboard typically ctrl c v and primary mouse text highlight source for the bibtex example koppor after last commit which activates the primary clipboard for all textfield textarea controls in the entry editor your test case works exactly as you said gregoa nomicrosoftbuhtz could you test if it meets your expectations find the build at http buildsjabreforg issue
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix a bug that threw a npe when using middle mouse click on windows hotfix for solving code looked good since its a hotfix i just merged
